country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil reserves,uranium,reactor,reputation,rm_prod,oil_prod
Kennethland,Kenneth,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 18 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=47662,,,,Normal,,
Rudenia,Supreme Leader,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 13 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=47765,,,,Normal,,
Geli Kurd,Rando,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 39 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=47768,,,,Normal,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=2048,29k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=chi,Brotherhood of Zion,$300 million,alliancestats.php?allianceid=2048,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=47945,1 Mbbl,,,Normal,,1 Mbbl per month
Slavostan,Joe Tito-Hoxha,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=48188,,,,Normal,,
rumsod666666,rumsodtest,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 21 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=48483,,,,Normal,,
Scart,Scotify,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 170 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=48581,,,,Normal,,
The Joose,BomberJack,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=48611,,,,Normal,,
eQna8,Dave_Smith,http://blocgame.com/alliancestats.php?allianceid=2045,33k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=congo,The Order,$300 million,alliancestats.php?allianceid=2045,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=48695,,,,Normal,,
skrubrikei,coweymcnuggets,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=48846,,,,Normal,,
Violent Vegans,SnakeBombs,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=48869,,,,Normal,,
Kozakura,Tenrai,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 25 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=48894,,,,Normal,,
Khuzestan,Georgy Zhukov,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 9 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=48914,,,,Normal,,
German Reich,Frederick III,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=49204,,,,Normal,,
Rararaland,Whiskertoes,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=49272,1 Mbbl,,,Normal,,1 Mbbl per month
Pooland,kurwa,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=49295,,,,Normal,,
Ahkazra,Allen Ch�rra,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=49332,,,,Normal,,
Idiocracy,Chillintelligence,http://blocgame.com/alliancestats.php?allianceid=2042,29k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=ara,Inter/pol/,$300 million,alliancestats.php?allianceid=2042,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=49383,,,,Normal,,
Empyrea,Sir_Scarf,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 16 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=49411,,,,Normal,,
bro dude,guy man,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=49465,,,,Normal,,
Canuckistan!!,Cosmic Canuck,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=49526,,,,Normal,,
Iranzamin,Lord of War,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=49556,,,,Normal,,
Begnion,Lehran,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 18 hours ago,rankings.php?subregion=gui,,$300 million,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,None,http://blocgame.com/stats.php?id=49586,,,,Normal,,
Laurence,Frezzerbloom,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 17 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=49637,,,,Normal,,
nation name,alysdexia,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 6 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=49652,,,,Normal,,
The NLR,Darknight,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=congo,,$300 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=49701,,,,Questionable,,
Chaos county,Chavo,http://blocgame.com/alliancestats.php?allianceid=2046,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=atl,Non-Aligned Movement,$300 million,alliancestats.php?allianceid=2046,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=49736,,,,Normal,,
Savannah,Watersfall,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=49817,,,,Normal,,
Arsinoe,Sobek,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 19 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=49868,,,,Normal,,
Hedjaz,Abdul Wahhab,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 6 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=49882,,,,Normal,,
Boomtown,Rataca1000,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 4 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=50054,,,,Normal,,
Granola,Granola Empire,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=waf,,$300 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,None,http://blocgame.com/stats.php?id=50172,,,,Normal,,
Ostrich,xvetter,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 24 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=50376,,,,Normal,,
Pencils,Pencil Person,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 24 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=50538,,,,Normal,,
Quam,Noodle,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 24 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=50541,,,,Normal,,
Taipei,Shabby,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 27 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=50553,,,,Normal,,
Gandoria,zoneguy22,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=50771,,,,Normal,,
Genowia,ThePole,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 6 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=50839,,,,Normal,,
Canteens,Immortal Soup,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 24 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=50878,,,,Normal,,
Bobafet,Andyccc1017,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 24 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=50883,,,,Normal,,
Conwolves,Sinz,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 13 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=50890,,,,Normal,,
Ceti Alpha V,J. Dax,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=51185,,,,Normal,,
Olympia,Xasthur,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 21 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=51354,,,,Normal,,
OurTown,StarlightGlimmer,http://blocgame.com/alliancestats.php?allianceid=2045,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=per,The Order,$300 million,alliancestats.php?allianceid=2045,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=51681,,,,Normal,2 Hundred Tons per month,
SPNR,Stefan Stamenkovic,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 7 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=51722,,,,Normal,,
Almania,Almanich,,29k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=51725,,,,Normal,,
fishboyland,fishboy,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 13 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=51831,,,,Normal,,
NMZ,Hally,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 35 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=51877,,,,Normal,,
Krat,Mythron,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 17 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=51892,,,,Normal,,
Seychelles,Belanger_Chris,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 93 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=52110,,,,Normal,,
Sqynet,robosax,http://blocgame.com/alliancestats.php?allianceid=2048,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=saf,Brotherhood of Zion,$300 million,alliancestats.php?allianceid=2048,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,None,http://blocgame.com/stats.php?id=52255,,,,Normal,,
Scavia,nike1155,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=con,,$300 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,None,http://blocgame.com/stats.php?id=52275,,,,Normal,,
Uberwald,lm_Brian,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 51 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=52313,,,,Normal,,
Wladimiria,Estagon,http://blocgame.com/alliancestats.php?allianceid=2050,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=mes,Divine League,$300 million,alliancestats.php?allianceid=2050,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=52318,,,,Normal,,
PonyPenetrators,PonyPenetrator,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=52348,,,,Normal,,
Skhimm,Ept2415,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 4 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=52362,,,,Normal,,
