country,leader,alliance,army_size,navy,equipment,factories,training,last_online,gdp,oil_reserves,region/_text,uranium,manpower,airforce,territory,pageUrl,
Taggart,Dagny,0,39,2,First World War surplus,2,Standard,0,311,0,Guinea,0,0,Meagre,20500,http://blocgame.com/stats.php?id=59387,
Amazonian Union,Hugo Chavez,0,12,0,Finest of the 19th century,1,Undisciplined Rabble,5,294,0,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59377,
Elrond,TealFrost,0,15,0,Finest of the 19th century,0,Poor,154,282,0,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59239,
Zafar,Yassin,0,14,0,First World War surplus,0,Undisciplined Rabble,1,275,0,Mesopotamia,0,0,None,16335,http://blocgame.com/stats.php?id=59284,
Jolt,brand0n,0,25,0,Finest of the 19th century,0,Standard,74,285,1930,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=48890,
Hurria,Steiner,Socialist Arab Union,17,0,First World War surplus,0,Elite,4,305,0,Persia,0,Untapped,None,19994,http://blocgame.com/stats.php?id=59271,
Loganaia,alanbeumel,0,15,0,Finest of the 19th century,0,Poor,123,279,0,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59275,
Chibiskaya,GeneralPopo,The High Council,4,0,Second World War surplus,0,Standard,106,294,0,China,0,Untapped,None,11231,http://blocgame.com/stats.php?id=51569,
soviet darkness,darkness arises,0,10,0,Finest of the 19th century,0,Poor,132,285,0,The Subcontinent,0,Untapped,None,16500,http://blocgame.com/stats.php?id=59256,
Umen,Sheih Bahar Radzinow,The High Council,30,0,First World War surplus,0,Elite,31,272,4346,Egypt,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59300,
*Bindy*,Bindy1,0,4,0,Finest of the 19th century,0,Poor,153,283,0,Egypt,0,Untapped,None,16335,http://blocgame.com/stats.php?id=59243,
camar,Duke Camar,Black Ravens Of War,1,0,Finest of the 19th century,0,Undisciplined Rabble,13,280,4636,Persia,0,Untapped,None,16501,http://blocgame.com/stats.php?id=59086,
RODINA,IVAN CHESNOKOV,Innawoods,6,0,First World War surplus,0,Good,185,291,0,Mesopotamia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=48445,
Sharkonia,sharkman15,0,6,0,Finest of the 19th century,0,Good,155,275,0,Caribbean,0,Untapped,None,20295,http://blocgame.com/stats.php?id=58634,
McButtnut32,buttmutt3000,0,39,0,First World War surplus,0,Undisciplined Rabble,143,285,4456,Mesopotamia,0,Untapped,Meagre,16335,http://blocgame.com/stats.php?id=59197,
guadalajara,adeooo45,Mojave Wanderers,13,0,First World War surplus,1,Elite,29,288,0,Mesopotamia,0,Untapped,None,16172,http://blocgame.com/stats.php?id=59324,
Shatmapants,Penguin,Mojave Wanderers,19,0,First World War surplus,1,Standard,4,292,66,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=58425,
Khasuf,Ma1co1m,Brotherhood of Nod,19,0,First World War surplus,0,Elite,159,270,2819,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59231,
Purassia,Vegeta4901,0,4,0,Finest of the 19th century,0,Elite,9,247,0,Caribbean,0,Near Depletion,None,24388,http://blocgame.com/stats.php?id=59217,
Exx Dee,Juny,0,5,0,First World War surplus,0,Standard,8,265,40,The Subcontinent,0,Untapped,None,3738,http://blocgame.com/stats.php?id=58436,
Farroupilha,Kimakino,0,9,0,Finest of the 19th century,0,Poor,78,250,437,Southern Cone,0,Untapped,None,16172,http://blocgame.com/stats.php?id=59219,
OILBLOC,OILBLOC,0,6,0,Finest of the 19th century,0,Poor,5,244,0,Egypt,0,Untapped,None,16667,http://blocgame.com/stats.php?id=59152,
South Germania,Staus,0,15,0,Finest of the 19th century,0,Poor,191,237,0,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59199,
CurlyButtHair,DaCoco,Vacuum,8,0,First World War surplus,0,Elite,55,223,0,Amazonia,0,0,None,16665,http://blocgame.com/stats.php?id=59264,
CPT,Gangstatel,0,9,0,Finest of the 19th century,2,Undisciplined Rabble,55,195,0,Caribbean,0,Untapped,None,13084,http://blocgame.com/stats.php?id=58914,
Isackingz,Isack Militoniyers,0,3,0,Finest of the 19th century,0,Undisciplined Rabble,36,236,0,China,0,Untapped,None,20000,http://blocgame.com/stats.php?id=58865,
Induye,Daruma,0,16,0,First World War surplus,1,Standard,20,224,0,The Subcontinent,0,Untapped,None,20000,http://blocgame.com/stats.php?id=58809,
East,West,0,28,0,First World War surplus,1,Good,40,239,4492,Atlas,0,Untapped,Mediocre,20000,http://blocgame.com/stats.php?id=59100,
Lenin,C43E,0,8,0,Finest of the 19th century,0,Poor,156,211,0,Southern Cone,0,Untapped,None,16172,http://blocgame.com/stats.php?id=59237,
Homo Mono,Homo Mono,0,6,0,First World War surplus,1,Good,14,225,1123,Arabia,0,Untapped,Small,13858,http://blocgame.com/stats.php?id=59108,
Jenkistan,Peter Jenkins,Nordic Union,4,0,First World War surplus,0,Good,177,222,0,Caribbean,0,Untapped,None,16010,http://blocgame.com/stats.php?id=59186,
Better Mexico,Natezi,Brotherhood of Nod,8,0,Finest of the 19th century,1,Elite,20,238,2814,Persia,0,0,Mediocre,13037,http://blocgame.com/stats.php?id=58923,
Central Island,The Dealer,0,7,0,Finest of the 19th century,0,Good,2,209,0,Pacific Rim,0,Untapped,None,18976,http://blocgame.com/stats.php?id=59154,
U.R.S.S.,jo�o golart,0,5,0,First World War surplus,0,Elite,5,234,0,Amazonia,0,Untapped,Meagre,13477,http://blocgame.com/stats.php?id=59080,
JK,Lavey,Brotherhood of Nod,73,0,First World War surplus,1,Poor,8,226,4245,Persia,0,Untapped,Somewhat Large,20000,http://blocgame.com/stats.php?id=58602,
Swedeinstan,The_Real_Taylor_Swift,BAMF,1,0,Second World War surplus,2,Poor,4,400,0,Arabia,0,Untapped,Somewhat Large,20300,http://blocgame.com/stats.php?id=39005,
Larry,Not Larry,the meepining,24,0,First World War surplus,0,Good,28,200,0,The Subcontinent,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59045,
III Reich,NSDAP,0,6,0,Finest of the 19th century,0,Undisciplined Rabble,159,204,4428,Egypt,0,Untapped,None,16172,http://blocgame.com/stats.php?id=59172,
Chinoegypt,lordofcain,Soviet Alliance,22,0,First World War surplus,0,Standard,187,181,0,Egypt,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59203,
stuff yous,hahahahaha,0,3,0,First World War surplus,0,Poor,149,207,0,The Subcontinent,0,Untapped,None,15845,http://blocgame.com/stats.php?id=57720,
Skhrimm,Ept24I5,Brotherhood of Nod,2,0,First World War surplus,2,Undisciplined Rabble,4,176,0,China,0,Untapped,None,21890,http://blocgame.com/stats.php?id=54756,
Firantia,MrFronzen,0,20,0,Finest of the 19th century,0,Poor,187,183,0,Guinea,0,Untapped,None,13475,http://blocgame.com/stats.php?id=59095,
Islamic Empire,wolfghostrecon,Brotherhood of Nod,7,0,First World War surplus,0,Standard,3,169,0,Arabia,0,Untapped,None,16500,http://blocgame.com/stats.php?id=58823,
satay beef,2minutenoodle,0,3,0,First World War surplus,0,Undisciplined Rabble,65,165,0,Mesoamerica,0,Untapped,Mediocre,20000,http://blocgame.com/stats.php?id=57364,
Klaszkovikstan,K. Vaslov,Brotherhood of Nod,19,0,First World War surplus,1,Good,84,162,0,Atlas,0,Untapped,Mediocre,20000,http://blocgame.com/stats.php?id=58899,
Spontania,Katharo,0,8,0,Finest of the 19th century,0,Poor,58,139,0,Amazonia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=47084,
Junoma,VicReyes,0,11,0,First World War surplus,0,Good,3,136,0,Southern Cone,0,Untapped,Small,20000,http://blocgame.com/stats.php?id=40349,
Khmerchina,Feldmeijer,0,4,0,Finest of the 19th century,0,Good,130,129,0,Indochina,0,Untapped,None,16010,http://blocgame.com/stats.php?id=59024,
BlackPowers,Declan Power,0,2,0,Finest of the 19th century,0,Undisciplined Rabble,155,148,0,Egypt,0,Untapped,None,18800,http://blocgame.com/stats.php?id=57639,
Daskama,Moragia,0,32,0,First World War surplus,0,Poor,175,104,0,West Africa,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59213,
Aladonda,tfwqtp2tlgf:3,0,2,0,First World War surplus,0,Undisciplined Rabble,43,94,1725,Mesopotamia,0,Untapped,None,7611,http://blocgame.com/stats.php?id=53329,
fishboyland,fishboy,fish,2,0,Finest of the 19th century,0,Undisciplined Rabble,27,98,0,East Indies,0,Untapped,None,20000,http://blocgame.com/stats.php?id=51831,
Ural,Dzerzhinsky,Brotherhood of Nod,2,0,First World War surplus,0,Undisciplined Rabble,175,73,0,Persia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=40147,
Gubbins :3,Gubbins,0,2,3,Korean War surplus,3,Undisciplined Rabble,197,67,0,East Africa,0,Untapped,None,11273,http://blocgame.com/stats.php?id=46500,
