country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
Novi,ELITE INBOUND,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 92 hours ago,rankings.php?subregion=saf,,3 Hundred Tons per month,1 Mbbl per month,$317 million,,1 Mbbl,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63493,
Jebac,Commie Bear,,22k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 91 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$317 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63521,
Vargr,NickiusBigDickius,http://blocgame.com/alliancestats.php?allianceid=2045,17k active personnel,0 ships,First World War surplus,Normal,None,Undisciplined Rabble,online now,rankings.php?subregion=saf,The Order,4 Hundred Tons per month,2 Mbbl per month,$317 million,alliancestats.php?allianceid=2045,,Southern Africa,Depleted,Meagre,http://blocgame.com/rankings.php?subregion=saf,19557 km 2,http://blocgame.com/stats.php?id=63524,
Nuwe Europa,Kruger,,9k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 72 hours ago,rankings.php?subregion=saf,,3 Hundred Tons per month,,$317 million,,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,16335 km 2,http://blocgame.com/stats.php?id=63530,
Waylo,Waylo,http://blocgame.com/alliancestats.php?allianceid=2090,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 8 hours ago,rankings.php?subregion=sea,A House Divided,2 Hundred Tons per month,1 Mbbl per month,$317 million,alliancestats.php?allianceid=2090,1 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,19900 km 2,http://blocgame.com/stats.php?id=63810,
Nandos,Felix,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 28 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$317 million,,5329 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63856,
Herp Derp,Pintapau,,30k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 104 hours ago,rankings.php?subregion=egy,,3 Hundred Tons per month,1 Mbbl per month,$316 million,,1468 Mbbl; 1 Mbbl,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20200 km 2,http://blocgame.com/stats.php?id=40664,
Tahitoa,mrmrlol,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 81 hours ago,rankings.php?subregion=sea,,3 Hundred Tons per month,,$316 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=42388,
Orange Julius,5dollarcheezit,http://blocgame.com/alliancestats.php?allianceid=2039,27k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 1 hours ago,rankings.php?subregion=eaf,The High Council,5 Hundred Tons per month,4 Mbbl per month,$316 million,alliancestats.php?allianceid=2039,257 Mbbl; 4 Mbbl,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=46049,
Gandoria,zoneguy22,http://blocgame.com/alliancestats.php?allianceid=2048,13k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 3 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,4 Hundred Tons per month,,$316 million,alliancestats.php?allianceid=2048,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,19800 km 2,http://blocgame.com/stats.php?id=50771,
Alexandra,Snorlis,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 105 hours ago,rankings.php?subregion=mes,,3 Hundred Tons per month,1 Mbbl per month,$316 million,,3884 Mbbl; 1 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16500 km 2,http://blocgame.com/stats.php?id=51376,
new aussie land,benj,http://blocgame.com/alliancestats.php?allianceid=2045,29k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 21 hours ago,rankings.php?subregion=car,The Order,3 Hundred Tons per month,1 Mbbl per month,$316 million,alliancestats.php?allianceid=2045,318 Mbbl; 1 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=52750,
USSR,CommissarBrian,,18k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 2 hours ago,rankings.php?subregion=chi,,8 Hundred Tons per month,1 Mbbl per month,$316 million,,285 Mbbl; 1 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20398 km 2,http://blocgame.com/stats.php?id=54182,
Atikana,Shaqzilla,,11k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 93 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$316 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,19800 km 2,http://blocgame.com/stats.php?id=56212,
Markoviakia,Luako,,6k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 13 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,,$316 million,,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,13613 km 2,http://blocgame.com/stats.php?id=57239,
Malayantribes,Fir1999,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 42 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,,$316 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=60721,
Gunung Lang,DeCarlos,,27k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 55 hours ago,rankings.php?subregion=ind,,5 Hundred Tons per month,2 Mbbl per month,$316 million,,248 Mbbl; 2 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61936,
Kampung Dusun,Sarip Dol,http://blocgame.com/alliancestats.php?allianceid=2069,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 33 hours ago,rankings.php?subregion=pac,PIRATES,5 Hundred Tons per month,2 Mbbl per month,$316 million,alliancestats.php?allianceid=2069,309 Mbbl; 2 Mbbl,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62351,
Ynot,notYou,http://blocgame.com/alliancestats.php?allianceid=2042,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 121 hours ago,rankings.php?subregion=car,Interpol,2 Hundred Tons per month,,$316 million,alliancestats.php?allianceid=2042,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,13343 km 2,http://blocgame.com/stats.php?id=63055,
AlanGalaxy,AlanGalaxy,http://blocgame.com/alliancestats.php?allianceid=2082,13k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 68 hours ago,rankings.php?subregion=chi,When you eat food,4 Hundred Tons per month,1 Mbbl per month,$316 million,alliancestats.php?allianceid=2082,282 Mbbl; 1 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19602 km 2,http://blocgame.com/stats.php?id=63456,
N'vear,Czar Jakola,,4k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 8 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,1 Mbbl per month,$315 million,,743 Mbbl; 1 Mbbl,Caribbean,Plentiful,None,http://blocgame.com/rankings.php?subregion=car,19406 km 2,http://blocgame.com/stats.php?id=51690,
Sir Vivors,Sir Vivors,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 97 hours ago,rankings.php?subregion=sub,,3 Hundred Tons per month,,$315 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16010 km 2,http://blocgame.com/stats.php?id=53609,
Fezathia,Andre Palmerston,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 126 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$315 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=55291,
Cocobongo,Cuban Pete,http://blocgame.com/alliancestats.php?allianceid=2039,14k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 6 hours ago,rankings.php?subregion=gra,The High Council,4 Hundred Tons per month,1 Mbbl per month,$315 million,alliancestats.php?allianceid=2039,43 Mbbl; 1 Mbbl,Gran Colombia,Untapped,Small,http://blocgame.com/rankings.php?subregion=gra,19020 km 2,http://blocgame.com/stats.php?id=58193,
Huangdi,Xian W�ng,http://blocgame.com/alliancestats.php?allianceid=2039,19k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 2 hours ago,rankings.php?subregion=chi,The High Council,4 Hundred Tons per month,2 Mbbl per month,$315 million,alliancestats.php?allianceid=2039,114 Mbbl,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,20463 km 2,http://blocgame.com/stats.php?id=59776,
FSOMA,Fascist Toonder,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 8 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$315 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=60165,
Sana,twiceleader,,20k active personnel,0 ships,First World War surplus,Angelic,None,Standard,online now,rankings.php?subregion=chi,,3 Hundred Tons per month,1 Mbbl per month,$315 million,,64 Mbbl; 1 Mbbl,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=60262,
Sitora,Tycoon,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 23 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$315 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60534,
MADAFAKA,RUBAH2,,11k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 35 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$315 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,19800 km 2,http://blocgame.com/stats.php?id=61035,
Boru,Skillet9!,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,online now,rankings.php?subregion=mes,,2 Hundred Tons per month,,$315 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61318,
anonimas,Tadzik �eligowski,,4k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 33 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,7 Mbbl per month,$315 million,,1999 Mbbl; 7 Mbbl,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,15867 km 2,http://blocgame.com/stats.php?id=61583,
Arabstan,AxanderTheGreat,http://blocgame.com/alliancestats.php?allianceid=2064,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 2 hours ago,rankings.php?subregion=mes,SPQR,2 Hundred Tons per month,,$315 million,alliancestats.php?allianceid=2064,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61659,
Angles,Badman,http://blocgame.com/alliancestats.php?allianceid=2064,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 2 hours ago,rankings.php?subregion=mes,SPQR,2 Hundred Tons per month,,$315 million,alliancestats.php?allianceid=2064,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62095,
Solentia,Cracov,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 7 hours ago,rankings.php?subregion=car,,3 Hundred Tons per month,2 Mbbl per month,$315 million,,221 Mbbl; 2 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62639,
11Bgde Para,Pak Cik Kordi,http://blocgame.com/alliancestats.php?allianceid=2069,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 33 hours ago,rankings.php?subregion=pac,PIRATES,5 Hundred Tons per month,2 Mbbl per month,$315 million,alliancestats.php?allianceid=2069,260 Mbbl; 2 Mbbl,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62652,
Riches,Richyrich,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 98 hours ago,rankings.php?subregion=chi,,4 Hundred Tons per month,,$315 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=63003,
Rinnia,rainierroitayam,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 117 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$315 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,16335 km 2,http://blocgame.com/stats.php?id=63090,
Plzcom,Ted Cruz al shami,,4k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 113 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,1 Mbbl per month,$315 million,,3740 Mbbl; 1 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19602 km 2,http://blocgame.com/stats.php?id=63115,
Kekmenistan,Zynova,http://blocgame.com/alliancestats.php?allianceid=2045,8k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 91 hours ago,rankings.php?subregion=pac,The Order,2 Hundred Tons per month,1 Mbbl per month,$315 million,alliancestats.php?allianceid=2045,1 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,19795 km 2,http://blocgame.com/stats.php?id=63279,
Erpland,Stomana,http://blocgame.com/alliancestats.php?allianceid=2045,27k active personnel,0 ships,First World War surplus,Nice,None,Standard,online now,rankings.php?subregion=con,The Order,3 Hundred Tons per month,2 Mbbl per month,$315 million,alliancestats.php?allianceid=2045,353 Mbbl,Southern Cone,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63448,
Kagrar,Vampircorn,,19k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 72 hours ago,rankings.php?subregion=congo,,3 Hundred Tons per month,,$315 million,,399 Mbbl,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,19800 km 2,http://blocgame.com/stats.php?id=63542,
Seren,IlBallista,,12k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 56 hours ago,rankings.php?subregion=chi,,4 Hundred Tons per month,,$315 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19800 km 2,http://blocgame.com/stats.php?id=63814,
Herpderpastan,Herpderpmcderp,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 124 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$314 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=40615,
Vocaloind,Fafel,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 15 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$314 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=54482,
Sarpsh,Clipes,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 15 hours ago,rankings.php?subregion=sea,,3 Hundred Tons per month,1 Mbbl per month,$314 million,,487 Mbbl; 1 Mbbl,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=54485,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=2059,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 70 hours ago,rankings.php?subregion=chi,The United Nations,4 Hundred Tons per month,,$314 million,alliancestats.php?allianceid=2059,198 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=58264,
Nexustania,Rodger Ankle,,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 125 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$314 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19406 km 2,http://blocgame.com/stats.php?id=61345,
Junta,Torralva,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 26 hours ago,rankings.php?subregion=chi,The High Council,3 Hundred Tons per month,1 Mbbl per month,$314 million,alliancestats.php?allianceid=2039,355 Mbbl; 1 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61430,
