country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation,rm_prod,oil_prod
Terra Predonum,roseclare0000,,30k active personnel,0 ships,First World War surplus,None,Elite,last online 4 hours ago,rankings.php?subregion=gra,,$307 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=62885,,,,Good,3 Hundred Tons per month,
VinnyNation,VinnyRuler,http://blocgame.com/alliancestats.php?allianceid=2053,9k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 3 hours ago,rankings.php?subregion=congo,Abnormal Criminals,$307 million,alliancestats.php?allianceid=2053,Congo,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=congo,20300 km 2,http://blocgame.com/stats.php?id=62972,377 Mbbl; 2 Mbbl,1 Tons,,Nice,7 Hundred Tons per month,2 Mbbl per month
Haxeltopia,Haxel,,8k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 3 hours ago,rankings.php?subregion=car,,$307 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=63063,,,,Angelic,4 Hundred Tons per month,2 Mbbl per month
Bosnistan,JosipBrozDidNothingWrong,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 1 hours ago,rankings.php?subregion=ara,,$307 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16500 km 2,http://blocgame.com/stats.php?id=63423,3920 Mbbl; 6 Mbbl,,,Nice,4 Hundred Tons per month,6 Mbbl per month
Idaho,John Adams,http://blocgame.com/alliancestats.php?allianceid=2045,12k active personnel,0 ships,First World War surplus,None,Elite,online now,rankings.php?subregion=pac,The Order,$307 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20389 km 2,http://blocgame.com/stats.php?id=63484,382 Mbbl,,,Normal,4 Hundred Tons per month,2 Mbbl per month
Pentastan,Magpie,,3k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 41 hours ago,rankings.php?subregion=per,,$307 million,,Persia,Plentiful,None,http://blocgame.com/rankings.php?subregion=per,19406 km 2,http://blocgame.com/stats.php?id=63583,3 Mbbl,,,Nice,4 Hundred Tons per month,3 Mbbl per month
Seren,IlBallista,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 33 hours ago,rankings.php?subregion=chi,,$307 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63814,,,,Normal,4 Hundred Tons per month,
Bourbon Island,Gypsy Danger,http://blocgame.com/alliancestats.php?allianceid=2048,13k active personnel,0 ships,First World War surplus,None,Elite,last online 15 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$306 million,alliancestats.php?allianceid=2048,Egypt,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=egy,19217 km 2,http://blocgame.com/stats.php?id=41247,3234 Mbbl; 3 Mbbl,,,Angelic,3 Hundred Tons per month,3 Mbbl per month
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=2049,35k active personnel,0 ships,Finest of the 19th century,1 factory,Good,last online 6 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$306 million,alliancestats.php?allianceid=2049,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,21358 km 2,http://blocgame.com/stats.php?id=51725,,,,Angelic,2 Hundred Tons per month,
the rising fire,Morthem,,33k active personnel,0 ships,First World War surplus,None,Good,last online 76 hours ago,rankings.php?subregion=con,,$306 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=52996,,,,Nice,5 Hundred Tons per month,
����������,������ �������,http://blocgame.com/alliancestats.php?allianceid=2039,39k active personnel,0 ships,First World War surplus,None,Good,last online 3 hours ago,rankings.php?subregion=gra,The High Council,$306 million,alliancestats.php?allianceid=2039,Gran Colombia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=gra,21378 km 2,http://blocgame.com/stats.php?id=54626,,,,Normal,2 Hundred Tons per month,
Bonsworth,ComradeKrunch,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 82 hours ago,rankings.php?subregion=sub,,$306 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16172 km 2,http://blocgame.com/stats.php?id=56362,,,,Angelic,2 Hundred Tons per month,
New Gensokyo,_Rice,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 98 hours ago,rankings.php?subregion=pac,,$306 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=59915,1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
sandshark,sandshark,,33k active personnel,0 ships,First World War surplus,None,Good,last online 7 hours ago,rankings.php?subregion=gra,,$306 million,,Gran Colombia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=gra,20200 km 2,http://blocgame.com/stats.php?id=62581,478 Mbbl; 2 Mbbl,,,Nice,7 Hundred Tons per month,2 Mbbl per month
Nauticas,John Nauticas,,12k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 74 hours ago,rankings.php?subregion=per,,$306 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,19800 km 2,http://blocgame.com/stats.php?id=63218,3865 Mbbl,,,Nice,3 Hundred Tons per month,
Shekli,DavidShekler,,8k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 71 hours ago,rankings.php?subregion=mes,,$306 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=63346,,,,Nice,2 Hundred Tons per month,
Jeffistan,FaustXenos,,6k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 70 hours ago,rankings.php?subregion=chi,,$306 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=63410,,,,Nice,2 Hundred Tons per month,
Samsayum,Kadetdeen86,http://blocgame.com/alliancestats.php?allianceid=2052,39k active personnel,0 ships,First World War surplus,1 factory,Standard,last online 1 hours ago,rankings.php?subregion=ind,The Federal Colonies,$306 million,alliancestats.php?allianceid=2052,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=63640,312 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Trumpania,FlakeyBlakey,http://blocgame.com/alliancestats.php?allianceid=2038,22k active personnel,0 ships,Finest of the 19th century,None,Good,last online 47 hours ago,rankings.php?subregion=con,Che Guevara League,$306 million,alliancestats.php?allianceid=2038,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63713,219 Mbbl; 1 Mbbl,,,Good,3 Hundred Tons per month,1 Mbbl per month
Viktoria,gracious leader skylar,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,None,Elite,online now,rankings.php?subregion=pac,The Order,$305 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=40188,110 Mbbl,,,Angelic,8 Hundred Tons per month,
Cazadoria,JoshGraham,,34k active personnel,0 ships,First World War surplus,None,Good,last online 11 hours ago,rankings.php?subregion=sea,,$305 million,,Indochina,Untapped,Small,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=40810,438 Mbbl,,,Angelic,2 Hundred Tons per month,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=2052,37k active personnel,0 ships,First World War surplus,1 factory,Standard,online now,rankings.php?subregion=car,The Federal Colonies,$305 million,alliancestats.php?allianceid=2052,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=45853,,,,Angelic,2 Hundred Tons per month,
Tuchankaa,Toquisador,,26k active personnel,0 ships,Finest of the 19th century,None,Undisciplined Rabble,last online 51 hours ago,rankings.php?subregion=chi,,$305 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=47573,,,,Angelic,2 Hundred Tons per month,
Coptic Empire,Salomon V,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 35 hours ago,rankings.php?subregion=eaf,,$305 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=56163,,,,Good,2 Hundred Tons per month,
MADAFAKA,RUBAH2,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 13 hours ago,rankings.php?subregion=ara,,$305 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61035,,,,Normal,2 Hundred Tons per month,
Rimba Bara,hasnah53,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,None,Elite,last online 66 hours ago,rankings.php?subregion=ind,The High Council,$305 million,alliancestats.php?allianceid=2039,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61603,157 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
methamphetamine,UDIN88,http://blocgame.com/alliancestats.php?allianceid=2052,28k active personnel,0 ships,Finest of the 19th century,1 factory,Standard,last online 2 hours ago,rankings.php?subregion=ind,The Federal Colonies,$305 million,alliancestats.php?allianceid=2052,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61702,169 Mbbl; 5 Mbbl,,,Angelic,6 Hundred Tons per month,5 Mbbl per month
720instaswap,TM0n3y,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 9 hours ago,rankings.php?subregion=per,,$305 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=62714,1429 Mbbl; 2 Mbbl,,,Normal,4 Hundred Tons per month,2 Mbbl per month
Anonymity,Anomalous300,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 6 hours ago,rankings.php?subregion=ara,,$305 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63103,1 Mbbl,,,Normal,3 Hundred Tons per month,1 Mbbl per month
Crowdemia,StandwRand2016,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 92 hours ago,rankings.php?subregion=mex,,$305 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63106,477 Mbbl,,,Nice,2 Hundred Tons per month,
South Assricunt,dudeweed man,http://blocgame.com/alliancestats.php?allianceid=2078,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 49 hours ago,rankings.php?subregion=saf,Galactic Circlejerk,$305 million,alliancestats.php?allianceid=2078,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63256,417 Mbbl; 2 Mbbl,,,Good,4 Hundred Tons per month,2 Mbbl per month
Kingston2,Robert_doubs,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 70 hours ago,rankings.php?subregion=con,,$305 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63440,2 Mbbl,,,Questionable,3 Hundred Tons per month,2 Mbbl per month
Lok II,Lok II,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 64 hours ago,rankings.php?subregion=chi,,$305 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63617,1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Black Pearl,Jacks Sparrows,http://blocgame.com/alliancestats.php?allianceid=2069,20k active personnel,0 ships,First World War surplus,None,Good,last online 10 hours ago,rankings.php?subregion=con,PIRATES,$305 million,alliancestats.php?allianceid=2069,Southern Cone,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63631,275 Mbbl,,,Nice,4 Hundred Tons per month,1 Mbbl per month
H�ggotopia,GottkaiserH�cke,,12k active personnel,0 ships,Finest of the 19th century,None,Undisciplined Rabble,last online 33 hours ago,rankings.php?subregion=waf,,$305 million,,West Africa,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=waf,19602 km 2,http://blocgame.com/stats.php?id=63676,481 Mbbl; 1 Mbbl,,,Questionable,2 Hundred Tons per month,1 Mbbl per month
Nandos,Felix,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 6 hours ago,rankings.php?subregion=mes,,$305 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63856,5329 Mbbl,,,Normal,2 Hundred Tons per month,
Blargistan,Kaisar Johan,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=mes,,$305 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63857,,,,Normal,2 Hundred Tons per month,
Andenia,Herbert Lynn,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=con,,$305 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63858,,,,Normal,2 Hundred Tons per month,
Winlandia,jon3s,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=pac,,$305 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63859,,,,Normal,2 Hundred Tons per month,
KOR,Lenkov,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=atl,,$305 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=63860,,,,Normal,2 Hundred Tons per month,
Drizniq,Drisko,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=atl,,$305 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=63861,,,,Normal,2 Hundred Tons per month,
Gawinran,Puhlik,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=car,,$305 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63862,,,,Normal,2 Hundred Tons per month,
Ghost Shark,Sharky,,20k active personnel,0 ships,Finest of the 19th century,None,Good,online now,rankings.php?subregion=ind,,$305 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=63863,218 Mbbl,,,Normal,2 Hundred Tons per month,1 Mbbl per month
Reggin,ihatesreggin,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=pac,,$305 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63864,,,,Normal,2 Hundred Tons per month,
Sirocco,Emhyr von Movran,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=saf,,$305 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63865,,,,Normal,2 Hundred Tons per month,
Fartbucket,wldmn13,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=per,,$305 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=63866,,,,Normal,2 Hundred Tons per month,
Salmela,rase5,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=ara,,$305 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63867,,,,Normal,2 Hundred Tons per month,
Corpsesistan,osaka,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=mes,,$305 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63868,,,,Normal,2 Hundred Tons per month,
Stoichiometry,aaronmikeb,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=mes,,$305 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63869,,,,Normal,2 Hundred Tons per month,
penguinNation,maddie,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=per,,$305 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=63870,,,,Normal,2 Hundred Tons per month,
Peguin Nation,maddieboo,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=per,,$305 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=63871,,,,Normal,2 Hundred Tons per month,
berkley,dale3,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=ama,,$305 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=63872,,,,Normal,2 Hundred Tons per month,
not degenerates,acetato,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=atl,,$305 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=63873,,,,Normal,2 Hundred Tons per month,
krishna,krishna0512,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 404020 hours ago,rankings.php?subregion=sub,,$305 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=63874,,,,Normal,2 Hundred Tons per month,
Coltarin,Binbunny,http://blocgame.com/alliancestats.php?allianceid=2045,25k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 2 hours ago,rankings.php?subregion=ara,The Order,$304 million,alliancestats.php?allianceid=2045,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=40460,2540 Mbbl,,,Normal,4 Hundred Tons per month,2 Mbbl per month
Iraqi Empire,Labib6,http://blocgame.com/alliancestats.php?allianceid=2059,31k active personnel,0 ships,First World War surplus,None,Standard,last online 1 hours ago,rankings.php?subregion=mes,The United Nations,$304 million,alliancestats.php?allianceid=2059,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=50058,1211 Mbbl; 2 Mbbl,,,Good,3 Hundred Tons per month,2 Mbbl per month
San Marquez,Juan Pablo Montoya II,http://blocgame.com/alliancestats.php?allianceid=2039,24k active personnel,0 ships,Finest of the 19th century,None,Good,last online 57 hours ago,rankings.php?subregion=mex,The High Council,$304 million,alliancestats.php?allianceid=2039,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=54023,116 Mbbl; 1 Mbbl,,,Nice,2 Hundred Tons per month,1 Mbbl per month
Cocobongo,Cuban Pete,http://blocgame.com/alliancestats.php?allianceid=2039,14k active personnel,0 ships,First World War surplus,None,Elite,last online 6 hours ago,rankings.php?subregion=gra,The High Council,$304 million,alliancestats.php?allianceid=2039,Gran Colombia,Untapped,Small,http://blocgame.com/rankings.php?subregion=gra,19020 km 2,http://blocgame.com/stats.php?id=58193,45 Mbbl; 1 Mbbl,,,Nice,4 Hundred Tons per month,1 Mbbl per month
Androzia,Androz,,20k active personnel,0 ships,First World War surplus,None,Undisciplined Rabble,last online 9 hours ago,rankings.php?subregion=atl,,$304 million,,Atlas,Plentiful,Small,http://blocgame.com/rankings.php?subregion=atl,19470 km 2,http://blocgame.com/stats.php?id=61584,4971 Mbbl; 1 Mbbl,,,Good,2 Hundred Tons per month,1 Mbbl per month
4g93,kadafi,http://blocgame.com/alliancestats.php?allianceid=2045,9k active personnel,0 ships,First World War surplus,None,Elite,last online 16 hours ago,rankings.php?subregion=pac,The Order,$304 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62122,169 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
dingoland,dudleydukeofdingos,,31k active personnel,0 ships,First World War surplus,None,Elite,last online 1 hours ago,rankings.php?subregion=egy,,$304 million,,Egypt,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=egy,20201 km 2,http://blocgame.com/stats.php?id=62266,4171 Mbbl; 2 Mbbl,,,Angelic,3 Hundred Tons per month,2 Mbbl per month
SAMSON,Delilah,http://blocgame.com/alliancestats.php?allianceid=2069,22k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 10 hours ago,rankings.php?subregion=egy,PIRATES,$304 million,alliancestats.php?allianceid=2069,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=62316,2421 Mbbl; 2 Mbbl,,,Normal,4 Hundred Tons per month,2 Mbbl per month
Wadowicki Blues,tajfunek12,,6k active personnel,0 ships,First World War surplus,None,Elite,last online 10 hours ago,rankings.php?subregion=egy,,$304 million,,Egypt,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=egy,16167 km 2,http://blocgame.com/stats.php?id=62645,5 Mbbl,,,Good,2 Hundred Tons per month,5 Mbbl per month
Tor Sloth,The Tor,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 30 hours ago,rankings.php?subregion=eaf,,$304 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=63050,418 Mbbl,,,Angelic,3 Hundred Tons per month,
Pastafarianism,.swf,http://blocgame.com/alliancestats.php?allianceid=2068,14k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 54 hours ago,rankings.php?subregion=eaf,The Delian League,$304 million,alliancestats.php?allianceid=2068,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,16335 km 2,http://blocgame.com/stats.php?id=63165,89 Mbbl; 1 Mbbl,,,Nice,2 Hundred Tons per month,1 Mbbl per month
Yeltsin Lima,yeltsinbr,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 81 hours ago,rankings.php?subregion=ama,,$304 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,16500 km 2,http://blocgame.com/stats.php?id=63168,155 Mbbl; 3 Mbbl,,,Questionable,3 Hundred Tons per month,3 Mbbl per month
Perthro,Nadir Spitfire Shah,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 92 hours ago,rankings.php?subregion=per,,$303 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=50936,,,,Nice,2 Hundred Tons per month,
San-Guan,Spencer Martin,,10k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 103 hours ago,rankings.php?subregion=mex,,$303 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,16335 km 2,http://blocgame.com/stats.php?id=51057,,,,Angelic,2 Hundred Tons per month,
Somewheresburg,I.M. Clueless,,29k active personnel,0 ships,First World War surplus,None,Elite,last online 43 hours ago,rankings.php?subregion=per,,$303 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=52880,1010 Mbbl; 2 Mbbl,,,Good,4 Hundred Tons per month,2 Mbbl per month
Pathos,Hope,,24k active personnel,0 ships,First World War surplus,None,Elite,last online 5 hours ago,rankings.php?subregion=atl,,$303 million,,Atlas,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=atl,20006 km 2,http://blocgame.com/stats.php?id=56155,3781 Mbbl; 6 Mbbl,,,Angelic,5 Hundred Tons per month,6 Mbbl per month
Melaka,Hang Tuah,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,None,Elite,last online 104 hours ago,rankings.php?subregion=ind,The High Council,$303 million,alliancestats.php?allianceid=2039,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=57146,,,,Angelic,2 Hundred Tons per month,
Liam Neeson,Peter Griffin,http://blocgame.com/alliancestats.php?allianceid=2039,21k active personnel,0 ships,First World War surplus,None,Good,last online 21 hours ago,rankings.php?subregion=ara,The High Council,$303 million,alliancestats.php?allianceid=2039,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=59550,4694 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
Kalathana,mdmie,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 106 hours ago,rankings.php?subregion=ind,,$303 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60514,123 Mbbl; 1 Mbbl,,,Angelic,4 Hundred Tons per month,1 Mbbl per month
Selayang,mhmz89,http://blocgame.com/alliancestats.php?allianceid=2069,9k active personnel,0 ships,First World War surplus,None,Elite,last online 2 hours ago,rankings.php?subregion=ind,PIRATES,$303 million,alliancestats.php?allianceid=2069,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,19406 km 2,http://blocgame.com/stats.php?id=60642,461 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
TheDankLight,TheDankDark,http://blocgame.com/alliancestats.php?allianceid=2039,35k active personnel,0 ships,First World War surplus,None,Elite,last online 14 hours ago,rankings.php?subregion=per,The High Council,$303 million,alliancestats.php?allianceid=2039,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=60950,,,,Angelic,2 Hundred Tons per month,
Ashoqa,Asoka,http://blocgame.com/alliancestats.php?allianceid=2049,5k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 9 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$303 million,alliancestats.php?allianceid=2049,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61653,2056 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
MAF,asy8,http://blocgame.com/alliancestats.php?allianceid=2049,25k active personnel,0 ships,First World War surplus,None,Elite,last online 96 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$303 million,alliancestats.php?allianceid=2049,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61981,3809 Mbbl; 2 Mbbl,,,Angelic,4 Hundred Tons per month,2 Mbbl per month
