country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Junta,Torralva,The High Council,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 29 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$286 million,348 Mbbl; 1 Mbbl,Untapped,Meagre,,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61430
Republic Dank,Dank de von Psstoyeur,Brotherhood of Nod,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 36 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$285 million,4484 Mbbl; 4 Mbbl,Untapped,Small,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=58562
poggy,yipog,,4k active personnel,0 ships,Finest of the 19th century,Angelic,None,Elite,last online 157 hours ago,2 Hundred Tons per month,,Mixed Economy,$285 million,,Untapped,None,,Arabia,Neutral,16250 km 2,http://blocgame.com/stats.php?id=58681
Top Hat,TopHat,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 88 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$285 million,189 Mbbl; 1 Mbbl,Untapped,None,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61121
Meviora,Mevius,,10k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 2 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$285 million,2774 Mbbl; 4 Mbbl,Untapped,Small,,Persia,Soviet Union,18757 km 2,http://blocgame.com/stats.php?id=62583
Volco,Bull3tM0nk3y,The DSA,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 44 hours ago,3 Hundred Tons per month,,Central Planning,$285 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62819
Kavitkala,MechaGandhi,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 169 hours ago,2 Hundred Tons per month,,Mixed Economy,$285 million,,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63384
Ashadi,Basedslapshot,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 99 hours ago,3 Hundred Tons per month,3 Mbbl per month,Free Market,$285 million,2667 Mbbl,Untapped,Small,,Persia,Soviet Union,16496 km 2,http://blocgame.com/stats.php?id=63409
La Sansilla,Tazeko,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 169 hours ago,3 Hundred Tons per month,,Free Market,$285 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63415
SAMAN TERORISM,steker1,,6k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 85 hours ago,2 Hundred Tons per month,,Central Planning,$285 million,,Untapped,None,,The Subcontinent,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63933
Neo Expunga,Etaramof,,8k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 55 hours ago,2 Hundred Tons per month,,Central Planning,$285 million,,Untapped,None,,Congo,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63998
Germany88,German,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 166 hours ago,3 Hundred Tons per month,,Central Planning,$284 million,,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63564
Orgy,Sapx,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 91 hours ago,2 Hundred Tons per month,,Central Planning,$284 million,,Untapped,None,,Persia,Neutral,19900 km 2,http://blocgame.com/stats.php?id=63917
BongoBongoBongo,oBerry,The Order,10k active personnel,0 ships,First World War surplus,Good,1 factory,Undisciplined Rabble,last online 2 hours ago,10 Hundred Tons per month,2 Mbbl per month,Central Planning,$284 million,318 Mbbl; 2 Mbbl,Plentiful,None,,Congo,Soviet Union,16830 km 2,http://blocgame.com/stats.php?id=63942
Sapra,Sapra666,,8k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 68 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$284 million,79 Mbbl,Untapped,None,,The Subcontinent,United States,16335 km 2,http://blocgame.com/stats.php?id=63974
Targaria,i0i0i0,,10k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 31 hours ago,2 Hundred Tons per month,,Central Planning,$283 million,,Untapped,None,,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=42946
Avkalan,Avalon011,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 108 hours ago,2 Hundred Tons per month,,Central Planning,$283 million,,Untapped,None,,China,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63879
Valahar,greenstuga,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 64 hours ago,2 Hundred Tons per month,,Mixed Economy,$282 million,,Untapped,None,,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=58915
Minjoistan,Slavonny Chevok,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$282 million,2 Mbbl,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59450
ECPF,Schaapjoch,The High Council,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 159 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$282 million,257 Mbbl; 1 Mbbl,Untapped,Small,,East Africa,Soviet Union,20398 km 2,http://blocgame.com/stats.php?id=60194
Torvan,Baron Obexi,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 103 hours ago,2 Hundred Tons per month,,Free Market,$282 million,,Untapped,None,,West Africa,United States,16335 km 2,http://blocgame.com/stats.php?id=63893
venua,bilbo swaggins,Che Guevara League,25k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 52 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$281 million,51 Mbbl; 2 Mbbl,Untapped,None,,Gran Colombia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=54363
Jurestist,truenova,,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 2 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$281 million,,Untapped,Small,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59705
MYland,M U H D ASYRAF,The Federal Colonies,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 25 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$281 million,350 Mbbl; 1 Mbbl,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60582
Mawlid,rotazairo,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 97 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$281 million,344 Mbbl,Untapped,None,,Indochina,Neutral,16335 km 2,http://blocgame.com/stats.php?id=62403
Scarlet Moon,Barbarossa Rugner,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 43 hours ago,2 Hundred Tons per month,,Central Planning,$281 million,,Untapped,None,,Southern Africa,Neutral,16170 km 2,http://blocgame.com/stats.php?id=62758
Narcoestado,Se�orSting,,18k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 3 hours ago,5 Hundred Tons per month,2 Mbbl per month,Free Market,$281 million,,Untapped,None,,Caribbean,United States,16500 km 2,http://blocgame.com/stats.php?id=63377
Jerunco,analie,,10k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 98 hours ago,2 Hundred Tons per month,,Central Planning,$281 million,,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63907
Falk,Seth,,12k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 41 hours ago,2 Hundred Tons per month,,Central Planning,$280 million,,Untapped,None,,Pacific Rim,Neutral,19800 km 2,http://blocgame.com/stats.php?id=43574
Foundation,Danzo,Brotherhood of Zion,44k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,7 Hundred Tons per month,,Central Planning,$280 million,78 Mbbl,Untapped,Mediocre,1 Tons,China,Neutral,23665 km 2,http://blocgame.com/stats.php?id=46870
The Hex Empire,Nikolai East,,3k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 127 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$280 million,1 Mbbl,Untapped,None,,Amazonia,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=50442
fishboyland,fishboy,f,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 126 hours ago,2 Hundred Tons per month,,Mixed Economy,$280 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=51831
Krat,Mythron,The High Council,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 32 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$280 million,1 Mbbl,Untapped,None,,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=51892
PonyPenetrators,PonyPenetrator,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 150 hours ago,2 Hundred Tons per month,,Mixed Economy,$280 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=52348
Waiwud Iwanem,Hasaki Enkou,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 112 hours ago,2 Hundred Tons per month,,Mixed Economy,$280 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=54484
DynamicMemes,mememan69,Brotherhood of Nod,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 150 hours ago,7 Hundred Tons per month,,Central Planning,$280 million,,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57005
Arborea,Arbus,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 53 hours ago,2 Hundred Tons per month,,Central Planning,$280 million,,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57767
kufr conquerors,SilversLegend,Brotherhood of Nod,33k active personnel,0 ships,First World War surplus,Good,None,Standard,online now,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$280 million,1 Mbbl,,Meagre,,Southern Africa,Soviet Union,16045 km 2,http://blocgame.com/stats.php?id=59579
Cypentia,Drudric,,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 86 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$280 million,2 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=59796
ZESI,alessandroro,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 118 hours ago,2 Hundred Tons per month,,Central Planning,$280 million,,Untapped,None,,East Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60288
Gombak,ArericH,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 118 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$280 million,123 Mbbl; 2 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60568
kaptencheras,kaptencheras,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 123 hours ago,2 Hundred Tons per month,,Free Market,$280 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60571
Molfrika,McMol,Brotherhood of Nod,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 88 hours ago,2 Hundred Tons per month,,Central Planning,$280 million,,Untapped,None,,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60920
Tony Terry,sonicBOOM,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 167 hours ago,2 Hundred Tons per month,,Mixed Economy,$280 million,,Untapped,None,,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60944
Jalan Ampang,Haji Amril,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 156 hours ago,2 Hundred Tons per month,,Central Planning,$280 million,339 Mbbl,Untapped,Meagre,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60954
Gomp,General Gomp,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 91 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$280 million,1836 Mbbl; 2 Mbbl,Untapped,Meagre,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62732
Clisca,gerardred,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 113 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$280 million,1 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62895
Nueva Galacia,Simon Bolivar,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 169 hours ago,2 Hundred Tons per month,,Mixed Economy,$280 million,,Untapped,None,,Gran Colombia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63385
Austone,iAustin,,10k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 2 hours ago,2 Hundred Tons per month,,Central Planning,$279 million,,Untapped,None,,Caribbean,Neutral,16500 km 2,http://blocgame.com/stats.php?id=53733
DonateLandss,JustAFakee,,4k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 91 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$279 million,461 Mbbl; 1 Mbbl,Untapped,Meagre,,China,Neutral,19212 km 2,http://blocgame.com/stats.php?id=54479
qaiserazalea,mr.elz,,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 90 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$279 million,297 Mbbl; 2 Mbbl,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61763
Triscaria,Triv455,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 158 hours ago,2 Hundred Tons per month,,Free Market,$279 million,,Untapped,None,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62313
Daitona,BenSylar123,Take it all,24k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 84 hours ago,2 Hundred Tons per month,,Mixed Economy,$279 million,,Untapped,None,,China,United States,20000 km 2,http://blocgame.com/stats.php?id=63938
Great Malaya,hydraghost,,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 133 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$278 million,310 Mbbl; 2 Mbbl,Untapped,None,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60510
TheDankLight,TheDankDark,The High Council,45k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 40 hours ago,2 Hundred Tons per month,3 Mbbl per month,Central Planning,$278 million,1631 Mbbl; 3 Mbbl,Untapped,Small,,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60950
Orgonity,Sta�y S�uchacz,Lithuanian Coalition,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 141 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$278 million,115 Mbbl; 3 Mbbl,Untapped,None,,Amazonia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61861
District21,Nizarudinjohari,PIRATES,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 6 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$278 million,1183 Mbbl,,Meagre,,Arabia,United States,12818 km 2,http://blocgame.com/stats.php?id=62938
Do,King Luck,Kingdom Of Do,7k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 32 hours ago,2 Hundred Tons per month,,Free Market,$278 million,,Untapped,None,,Caribbean,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63952
Kullmine,ProfessionalPlebeian,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 151 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$277 million,2 Mbbl,Untapped,None,,Pacific Rim,United States,20000 km 2,http://blocgame.com/stats.php?id=40393
Hephaestus,Saints,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 40 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$277 million,279 Mbbl; 1 Mbbl,Untapped,None,,Guinea,Neutral,16172 km 2,http://blocgame.com/stats.php?id=60310
malays only,amril3036,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 156 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$277 million,472 Mbbl; 1 Mbbl,Untapped,Meagre,,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60591
Meleis,dymm zach de la rocha,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 156 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$277 million,341 Mbbl; 1 Mbbl,Untapped,Meagre,,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61151
