country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
ZY Kingdoms,ZY1st,The Order,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 8 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$386 million,4781 Mbbl; 7 Mbbl,Untapped,Meagre,,Mesopotamia,Soviet Union,27493 km 2,http://blocgame.com/stats.php?id=62893
Ladina,MightyBj�rn,Che Guevara League,50k active personnel,0 ships,First World War surplus,Nice,None,Elite,online now,11 Hundred Tons per month,,Central Planning,$386 million,79 Mbbl,Untapped,Mediocre,,Caribbean,Soviet Union,30283 km 2,http://blocgame.com/stats.php?id=62936
Futuristan,trumpbot9000,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 157 hours ago,2 Hundred Tons per month,,Central Planning,$386 million,397 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63310
Ebin XDDD,Spurdo,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 165 hours ago,2 Hundred Tons per month,,Central Planning,$386 million,,Untapped,None,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=63570
Utopiareally,Benevolent Dictator,,8k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Standard,last online 74 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$386 million,2068 Mbbl; 4 Mbbl,Untapped,Meagre,,Persia,Soviet Union,19269 km 2,http://blocgame.com/stats.php?id=63590
Kountrygood,Zoranzor,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 157 hours ago,2 Hundred Tons per month,,Free Market,$386 million,,Untapped,None,,Southern Cone,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63656
FreeFighters,psyz1gb,Che Guevara League,7k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 135 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$386 million,1 Mbbl,Untapped,None,,Amazonia,Soviet Union,16010 km 2,http://blocgame.com/stats.php?id=63701
Las Llanuras,JStheguy,Che Guevara League,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 147 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$385 million,367 Mbbl; 2 Mbbl,Untapped,Meagre,,Mesoamerica,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=51189
Cocobongo,Cuban Pete,The High Council,14k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 10 hours ago,7 Hundred Tons per month,1 Mbbl per month,Free Market,$385 million,36 Mbbl; 1 Mbbl,Untapped,Mediocre,,Gran Colombia,United States,19020 km 2,http://blocgame.com/stats.php?id=58193
DARFA,Warf,,20k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 9 hours ago,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$385 million,3 Mbbl,Untapped,Small,,Atlas,Soviet Union,19604 km 2,http://blocgame.com/stats.php?id=62213
P00P,Poop is Taken,,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 9 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$385 million,257 Mbbl; 1 Mbbl,Untapped,None,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62993
Carbonear,Wolfie,FreedomReasonChrist,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 11 hours ago,11 Hundred Tons per month,1 Mbbl per month,Free Market,$385 million,85 Mbbl,Untapped,None,,West Africa,Neutral,19330 km 2,http://blocgame.com/stats.php?id=63657
Slavostan,Joe Tito-Hoxha,Interpol,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$384 million,100 Mbbl; 1 Mbbl,Untapped,Meagre,,Indochina,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=48188
Kedahan,Farhan,,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 25 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$384 million,46 Mbbl,Untapped,None,,East Indies,United States,16335 km 2,http://blocgame.com/stats.php?id=60758
Aratana Kibo,Yuno,,7k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Standard,last online 28 hours ago,8 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$384 million,243 Mbbl; 2 Mbbl,Untapped,Meagre,,Southern Africa,Neutral,22300 km 2,http://blocgame.com/stats.php?id=63197
pears,MrPear,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,,Mixed Economy,$384 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63433
Eumasia,Ehre Eric,,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 35 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$384 million,42 Mbbl; 2 Mbbl,,Meagre,,China,Soviet Union,19321 km 2,http://blocgame.com/stats.php?id=63599
Isopyl,Dickens,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 160 hours ago,2 Hundred Tons per month,,Mixed Economy,$384 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63633
Puncak Alam,Abg Ami,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 140 hours ago,2 Hundred Tons per month,,Mixed Economy,$383 million,,Untapped,None,,Indochina,Neutral,16335 km 2,http://blocgame.com/stats.php?id=60373
fishball,fishballfish6,,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 10 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$383 million,209 Mbbl; 2 Mbbl,Plentiful,Meagre,,Pacific Rim,Neutral,14029 km 2,http://blocgame.com/stats.php?id=61050
maxico,nms642,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 136 hours ago,2 Hundred Tons per month,,Free Market,$383 million,,Untapped,None,,Caribbean,Neutral,13343 km 2,http://blocgame.com/stats.php?id=62437
Josey Wales,Stumpgrinder,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,2 Hundred Tons per month,,Free Market,$383 million,,Untapped,None,,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63457
Gastilla,Juan Munez Gastillo,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$383 million,389 Mbbl; 1 Mbbl,Untapped,None,,Gran Colombia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63531
South Sudan,Darkseller63,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 155 hours ago,2 Hundred Tons per month,,Mixed Economy,$382 million,,Untapped,None,,East Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=48320
Butt Munch Land,Butt Munch,,0k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 7 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$382 million,94 Mbbl; 1 Mbbl,Untapped,None,,Mesoamerica,Neutral,11345 km 2,http://blocgame.com/stats.php?id=58540
Cartenesia,hexagon,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 16 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$382 million,,Untapped,None,,Pacific Rim,Neutral,16500 km 2,http://blocgame.com/stats.php?id=58994
NationalFreedom,Muhammad Ali,Brotherhood of Nod,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 1 hours ago,2 Hundred Tons per month,,Free Market,$382 million,,Untapped,Meagre,,Mesopotamia,United States,20398 km 2,http://blocgame.com/stats.php?id=62085
Rockstead,ArMaGeDdOn,The Order,27k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$382 million,359 Mbbl; 3 Mbbl,Untapped,None,,Pacific Rim,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62622
Guardia,IzayoiRabbit,Abnormal Criminals,24k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 150 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$382 million,267 Mbbl,Untapped,Meagre,,Congo,United States,20000 km 2,http://blocgame.com/stats.php?id=62952
NipponBanzai,Almecho,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 166 hours ago,4 Hundred Tons per month,,Central Planning,$382 million,,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63532
Redpills,Usamadolph Goldstein Xin,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 134 hours ago,2 Hundred Tons per month,,Mixed Economy,$382 million,,Untapped,None,,Egypt,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63679
Tormata,Tormato,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,2 Hundred Tons per month,,Mixed Economy,$382 million,,Untapped,None,,China,Neutral,16500 km 2,http://blocgame.com/stats.php?id=63752
666,janne666tuhoaja,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 107 hours ago,4 Hundred Tons per month,,Central Planning,$382 million,,Untapped,None,,Guinea,Neutral,16667 km 2,http://blocgame.com/stats.php?id=63881
Gridland,grid,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 100 hours ago,2 Hundred Tons per month,,Mixed Economy,$381 million,,Untapped,None,,East Africa,Neutral,11120 km 2,http://blocgame.com/stats.php?id=2917
Tikihama,kikj,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 134 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$381 million,287 Mbbl; 2 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=44233
Karat,TankGun,The Federal Colonies,33k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 7 hours ago,3 Hundred Tons per month,,Free Market,$381 million,,Untapped,None,,Caribbean,Neutral,24226 km 2,http://blocgame.com/stats.php?id=45853
Dicktopia,Renegade4life,The Order,27k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,8 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$381 million,315 Mbbl; 5 Mbbl,Untapped,Meagre,,Pacific Rim,United States,20000 km 2,http://blocgame.com/stats.php?id=63360
Soviet Kekbodia,Wojak Stalin,The Order,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 33 hours ago,3 Hundred Tons per month,,Mixed Economy,$381 million,,Untapped,None,,Pacific Rim,Neutral,16500 km 2,http://blocgame.com/stats.php?id=63380
liberationism,johnbankierrrrr,,18k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 102 hours ago,3 Hundred Tons per month,,Central Planning,$381 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63899
Cyrenia,Cyrenia,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 113 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$380 million,2270 Mbbl,Untapped,None,,Arabia,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=63008
Accomponga,General James,African Socialism 2,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 78 hours ago,3 Hundred Tons per month,,Mixed Economy,$380 million,,Untapped,Meagre,,West Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63140
NiggerGraveyard,xXx-NiggerDestroyer-xXx,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 119 hours ago,4 Hundred Tons per month,,Central Planning,$380 million,,Untapped,None,,The Subcontinent,United States,16335 km 2,http://blocgame.com/stats.php?id=63262
Abstractistan,Abstract,SPQR,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 151 hours ago,2 Hundred Tons per month,,Central Planning,$380 million,,Untapped,Meagre,,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63426
swedenno,mroll,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 1 hours ago,4 Hundred Tons per month,,Central Planning,$380 million,257 Mbbl,Untapped,Meagre,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63450
1428,High_Hegemon,,16k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 53 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$380 million,189 Mbbl; 2 Mbbl,Untapped,Meagre,,Mesoamerica,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63517
Free Phoenix,Captain Mandrake,The High Council,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$379 million,454 Mbbl; 2 Mbbl,Untapped,Meagre,,Caribbean,United States,23828 km 2,http://blocgame.com/stats.php?id=58198
Mogudishu,Hussain Mohammed Dahir,,30k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 74 hours ago,2 Hundred Tons per month,,Central Planning,$379 million,494 Mbbl,Untapped,Meagre,,East Africa,Neutral,23590 km 2,http://blocgame.com/stats.php?id=60493
Obamanation,Randall D. Blythe,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 169 hours ago,2 Hundred Tons per month,,Free Market,$379 million,,Untapped,None,,Persia,Soviet Union,16010 km 2,http://blocgame.com/stats.php?id=63395
Greater Israel,Mr. Benjamin Netanyahu,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 132 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$379 million,1410 Mbbl; 1 Mbbl,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63681
Gubbins :3,Gubbins,,39k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 156 hours ago,26 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$378 million,,Untapped,None,,East Africa,Soviet Union,26666 km 2,http://blocgame.com/stats.php?id=46500
WAC,Wikid99,,8k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 149 hours ago,2 Hundred Tons per month,,Central Planning,$378 million,,Untapped,None,,Southern Cone,Soviet Union,15850 km 2,http://blocgame.com/stats.php?id=48792
N'vear,Czar Jakola,,7k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 33 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$378 million,613 Mbbl; 1 Mbbl,Untapped,None,,Caribbean,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=51690
Sordidia,RogueandaScoundrel,The Order,21k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Elite,last online 12 hours ago,9 Hundred Tons per month,2 Mbbl per month,Central Planning,$378 million,42 Mbbl,Untapped,Meagre,,Caribbean,Soviet Union,24190 km 2,http://blocgame.com/stats.php?id=63203
Szevarif�ld,Arpad,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 152 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$378 million,3354 Mbbl; 1 Mbbl,Untapped,None,,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63424
Shariastan,Taqiyyabro,The Order,5k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 33 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$378 million,2709 Mbbl,Untapped,None,,Atlas,United States,19602 km 2,http://blocgame.com/stats.php?id=63574
Pembunuh,Kepek,PIRATES,29k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 10 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$378 million,1274 Mbbl; 4 Mbbl,Untapped,Meagre,,Atlas,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=63737
Rattown,Furfag Commanding,The Order,45k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 3 hours ago,15 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$377 million,1697 Mbbl,Untapped,Small,,Mesopotamia,Neutral,28872 km 2,http://blocgame.com/stats.php?id=39062
Freedom Treaty,Ursa Majoris,The United Nations,31k active personnel,0 ships,First World War surplus,Good,None,Good,last online 1 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$377 million,354 Mbbl; 2 Mbbl,Untapped,Small,,China,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=57690
Zanujiah,Al-Zanuj,Brotherhood of Nod,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 46 hours ago,3 Hundred Tons per month,6 Mbbl per month,Free Market,$377 million,2189 Mbbl; 6 Mbbl,Untapped,Mediocre,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61655
Nsntra,Ahmad Maselan,,14k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 23 hours ago,2 Hundred Tons per month,,Central Planning,$377 million,,Untapped,Meagre,,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61896
Polandistan,Abu Saeed al-Polandi,Brotherhood of Nod,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 59 hours ago,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$377 million,1958 Mbbl; 5 Mbbl,Untapped,Meagre,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62032
Yugorossiya,Zerychon,,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 1 hours ago,2 Hundred Tons per month,4 Mbbl per month,Free Market,$377 million,6049 Mbbl,Untapped,Meagre,,Mesopotamia,Neutral,19800 km 2,http://blocgame.com/stats.php?id=63414
Muscovy,Sadimir Putin,The Order,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 53 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$377 million,4073 Mbbl; 2 Mbbl,Untapped,Meagre,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63449
Kasim,scopes,,13k active personnel,0 ships,First World War surplus,Good,1 factory,Good,last online 18 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$376 million,343 Mbbl; 2 Mbbl,Untapped,None,,Southern Cone,Neutral,19020 km 2,http://blocgame.com/stats.php?id=52488
Egoria,Evil_sethoss,,13k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 9 hours ago,2 Hundred Tons per month,,Mixed Economy,$376 million,,Untapped,Meagre,,Mesoamerica,Soviet Union,13342 km 2,http://blocgame.com/stats.php?id=54726
Ipoh,QiffahsyII,SPQR,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,6 Hundred Tons per month,6 Mbbl per month,Central Planning,$376 million,947 Mbbl; 6 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,27493 km 2,http://blocgame.com/stats.php?id=62127
Spacemining,26Broadway,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 157 hours ago,2 Hundred Tons per month,,Central Planning,$376 million,,Untapped,None,,China,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63069
Gondolastan,Gondolastan,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 126 hours ago,2 Hundred Tons per month,,Central Planning,$376 million,,Untapped,None,,Amazonia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63738
Malta,Merito Melitensi,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 162 hours ago,2 Hundred Tons per month,,Mixed Economy,$375 million,,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=40902
Spaolia,PyroPal,The Federal Colonies,39k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 10 hours ago,7 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$375 million,144 Mbbl; 1 Mbbl,Untapped,None,,Caribbean,United States,23333 km 2,http://blocgame.com/stats.php?id=56845
VinyRuler,VinyTanker,,7k active personnel,0 ships,First World War surplus,Angelic,None,Undisciplined Rabble,last online 13 hours ago,2 Hundred Tons per month,,Central Planning,$375 million,,Untapped,None,,Indochina,Neutral,16500 km 2,http://blocgame.com/stats.php?id=59709
Compost,Colop,The Order,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 11 hours ago,9 Hundred Tons per month,,Central Planning,$375 million,,Untapped,None,,Southern Cone,Soviet Union,24150 km 2,http://blocgame.com/stats.php?id=62506
Frijoles,f123456789knvm,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 155 hours ago,4 Hundred Tons per month,,Free Market,$375 million,,Untapped,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63254
Pants,PantsArsonist,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 152 hours ago,3 Hundred Tons per month,,Free Market,$375 million,,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63255
Gorland,AlGore1,,17k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 40 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$375 million,1 Mbbl,Plentiful,None,,Pacific Rim,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=63265
Eternal Ice,Frostalk,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 138 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$375 million,3080 Mbbl; 1 Mbbl,Untapped,Meagre,,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63330
jukilland,Algivuh Yu-Marahd,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 169 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$375 million,4071 Mbbl; 1 Mbbl,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63358
Reichsf�hrers,Supreme Larisa,The Order,25k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 48 hours ago,4 Hundred Tons per month,,Free Market,$375 million,229 Mbbl,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63411
Bantersciz,Banterscnizzle Cuperpatch,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$375 million,27 Mbbl,Plentiful,Small,,Southern Africa,United States,13613 km 2,http://blocgame.com/stats.php?id=63604
Mazandaranistan,Fascist Pink,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 161 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$374 million,3032 Mbbl; 1 Mbbl,Untapped,None,,Persia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=42717
British Egypt,Montgomery,Brotherhood of Nod,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,2 Hundred Tons per month,3 Mbbl per month,Central Planning,$374 million,1473 Mbbl; 3 Mbbl,Untapped,Small,,Egypt,Soviet Union,27493 km 2,http://blocgame.com/stats.php?id=45596
DoubleDuskia,Goratrixx,,10k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 170 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$374 million,163 Mbbl; 1 Mbbl,Untapped,None,,Caribbean,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=51477
Burlap,Stan Flightplan,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 135 hours ago,3 Hundred Tons per month,,Mixed Economy,$374 million,621 Mbbl,Untapped,None,,The Subcontinent,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=54579
The Jar,Mr.Pickles,The Order,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 12 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$374 million,438 Mbbl; 3 Mbbl,Untapped,None,,Guinea,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60355
Novi Sad,Serbian Gamer,,51k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 21 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$374 million,2825 Mbbl; 3 Mbbl,Untapped,Mediocre,,Egypt,Soviet Union,23333 km 2,http://blocgame.com/stats.php?id=60752
Vursian,Amirul Izzat,,27k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,online now,2 Hundred Tons per month,,Central Planning,$374 million,118 Mbbl,Untapped,Small,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62540
Avrilia,Joeythebluezebra,Che Guevara League,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 17 hours ago,4 Hundred Tons per month,,Central Planning,$374 million,,Untapped,Meagre,,Amazonia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63638
Tr�pico,rumsod,,44k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 11 hours ago,16 Hundred Tons per month,1 Mbbl per month,Central Planning,$373 million,104 Mbbl; 1 Mbbl,Untapped,Meagre,,Caribbean,Soviet Union,23396 km 2,http://blocgame.com/stats.php?id=1
Edtopia,Edgar,The Federal Colonies,24k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 4 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$373 million,334 Mbbl; 2 Mbbl,Untapped,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=249
New Abyssinia,GenesisEra,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 84 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$373 million,91 Mbbl,Untapped,None,,East Africa,Neutral,13750 km 2,http://blocgame.com/stats.php?id=42676
Alohaha,Jakeirt,Brotherhood of Zion,16k active personnel,0 ships,Finest of the 19th century,Normal,1 factory,Elite,last online 7 hours ago,3 Hundred Tons per month,4 Mbbl per month,Free Market,$373 million,496 Mbbl,Untapped,None,,Congo,United States,20000 km 2,http://blocgame.com/stats.php?id=57669
Nuketown,Blobby78,The High Council,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 32 hours ago,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$373 million,6801 Mbbl; 5 Mbbl,Untapped,Mediocre,,Egypt,Soviet Union,32000 km 2,http://blocgame.com/stats.php?id=59614
Failures,ARSENAL,,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 167 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$373 million,3179 Mbbl; 2 Mbbl,Untapped,None,,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=59747
siput sedut,Mr. President Aizat,,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 22 hours ago,9 Hundred Tons per month,7 Mbbl per month,Free Market,$373 million,15 Mbbl,Untapped,Mediocre,,East Indies,United States,20157 km 2,http://blocgame.com/stats.php?id=60552
