country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
bulipliisia,wolfman955,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 1 hours ago,2 Hundred Tons per month,,Free Market,$305 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64186
RibatejoGrande,antr21,,18k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,online now,4 Hundred Tons per month,,Central Planning,$306 million,,Untapped,None,,Southern Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64187
Emberica,Whynamewhy,Brotherhood of Zion,13k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 13 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$289 million,1787 Mbbl; 2 Mbbl,Untapped,Meagre,,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60147
The Abarat,John Mischeif,The Khilafah,34k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 1 hours ago,6 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$303 million,2 Mbbl,Untapped,None,,Arabia,United States,16335 km 2,http://blocgame.com/stats.php?id=40068
Elderwood,ZachZeta,,53k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 11 hours ago,2 Hundred Tons per month,,Central Planning,$293 million,,Untapped,None,,Caribbean,United States,20345 km 2,http://blocgame.com/stats.php?id=64175
Jurestist,truenova,,25k active personnel,0 ships,First World War surplus,Angelic,None,Good,online now,4 Hundred Tons per month,1 Mbbl per month,Free Market,$310 million,,Untapped,Small,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59705
Vape,amira,,19k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 2 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$293 million,3027 Mbbl; 1 Mbbl,Untapped,None,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62642
Brohan,Brodolf_shitler,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$287 million,2087 Mbbl; 4 Mbbl,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=40340
qaiserazalea,mr.elz,,40k active personnel,0 ships,First World War surplus,Nice,1 factory,Standard,last online 3 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$314 million,287 Mbbl; 2 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61763
Sopalandia,SoupMarshall,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,2 Hundred Tons per month,,Mixed Economy,$311 million,,Untapped,None,,Caribbean,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63962
Gerik,SeaQuest,,22k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 63 hours ago,2 Hundred Tons per month,,Mixed Economy,$284 million,154 Mbbl,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62864
Norwegia,Thornir,,59k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 8 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$324 million,3029 Mbbl,Near Depletion,Mediocre,,Atlas,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=30
topkekistan,DOOk,,33k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 105 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$293 million,289 Mbbl,Untapped,None,,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63304
Yanzen,PharoahOfCanada,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Good,last online 69 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$314 million,7877 Mbbl; 1 Mbbl,Untapped,None,,Egypt,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63334
notmlpchan,hitmanlvl54,,40k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 148 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$309 million,100 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=40091
rikkistan,rikk,,17k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 114 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$318 million,1 Mbbl,Untapped,None,,West Africa,Neutral,20594 km 2,http://blocgame.com/stats.php?id=63735
Russica,austinfitch76,A House Divided,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 141 hours ago,3 Hundred Tons per month,,Central Planning,$320 million,,Untapped,Meagre,,Persia,Soviet Union,20200 km 2,http://blocgame.com/stats.php?id=63781
NousAllons,SolomonSpade,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 114 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$305 million,6087 Mbbl; 1 Mbbl,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=58836
Baggs,Shitbaggs,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 94 hours ago,2 Hundred Tons per month,,Mixed Economy,$308 million,,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=59588
Phoenesia,PhoenixHero,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 122 hours ago,2 Hundred Tons per month,,Free Market,$305 million,,Untapped,None,,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63979
Benelux,Beneluxan,,28k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 68 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$282 million,302 Mbbl; 2 Mbbl,Untapped,Meagre,,Guinea,United States,20002 km 2,http://blocgame.com/stats.php?id=50688
ARABOBIA,King Boobooboobsies,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 20 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$292 million,1504 Mbbl; 4 Mbbl,Plentiful,None,,Arabia,Neutral,16010 km 2,http://blocgame.com/stats.php?id=62683
WeWuz,OfficerDarrenWilson,SPQR,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 11 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$275 million,4539 Mbbl,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63547
Hamsagiri,Krish,,5k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 30 hours ago,2 Hundred Tons per month,,Free Market,$287 million,,Untapped,None,,The Subcontinent,Neutral,19602 km 2,http://blocgame.com/stats.php?id=64143
Scavia,nike1155,Brotherhood of Zion,56k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 15 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$281 million,95 Mbbl,,Meagre,,Indochina,United States,16662 km 2,http://blocgame.com/stats.php?id=52275
Toxicity,Toxicity,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 123 hours ago,2 Hundred Tons per month,,Mixed Economy,$301 million,,Untapped,None,,Pacific Rim,Neutral,16500 km 2,http://blocgame.com/stats.php?id=61791
Austone,iAustin,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 43 hours ago,3 Hundred Tons per month,,Central Planning,$304 million,253 Mbbl,Untapped,None,,Caribbean,Neutral,16500 km 2,http://blocgame.com/stats.php?id=53733
Bolshevikistan,S.D.Plessken,Comintern,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$287 million,71 Mbbl; 3 Mbbl,Untapped,Small,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60189
Aswiara,faezseven,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 102 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$328 million,202 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61935
Harvest Moon,Sharone,,6k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 100 hours ago,2 Hundred Tons per month,,Free Market,$302 million,,Untapped,None,,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=64015
Lite,fierguy,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 46 hours ago,3 Hundred Tons per month,,Central Planning,$305 million,388 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=40476
Zanyslavia,Zany Animal,The Khilafah,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 11 hours ago,5 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$286 million,2417 Mbbl; 5 Mbbl,Untapped,Meagre,,Persia,Neutral,20002 km 2,http://blocgame.com/stats.php?id=41452
the Superiority,The Man,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 127 hours ago,2 Hundred Tons per month,,Mixed Economy,$275 million,,Untapped,None,,China,United States,20000 km 2,http://blocgame.com/stats.php?id=61486
Ilumina,Hadrian,,10k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 45 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$306 million,2075 Mbbl; 1 Mbbl,Untapped,Meagre,,Egypt,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=64094
bluestormy,Bluestormy,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 66 hours ago,2 Hundred Tons per month,,Mixed Economy,$308 million,,Untapped,None,,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=56927
Rebublica,VFisEPIC,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 15 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$276 million,455 Mbbl; 1 Mbbl,Untapped,None,,Guinea,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63739
The Monarch,MonarchOfMadness,The Unknown,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 93 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$305 million,26 Mbbl; 2 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=63883
Dank Weed,Pothead,Divine League,34k active personnel,0 ships,First World War surplus,Normal,1 factory,Poor,last online 13 hours ago,4 Hundred Tons per month,,Mixed Economy,$306 million,,Plentiful,Small,,Caribbean,United States,16090 km 2,http://blocgame.com/stats.php?id=63959
Heik,Dimitry Eon.,,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 166 hours ago,2 Hundred Tons per month,,Central Planning,$270 million,,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=55815
kabdy,NitroBAY,The Order,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 77 hours ago,7 Hundred Tons per month,6 Mbbl per month,Free Market,$288 million,2873 Mbbl,Untapped,Mediocre,,Arabia,United States,18456 km 2,http://blocgame.com/stats.php?id=58731
Cypentia,Drudric,,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 145 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$295 million,2 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=59796
KaIfa,kaIfa,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 3 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$298 million,287 Mbbl,Plentiful,Meagre,,Congo,Neutral,16012 km 2,http://blocgame.com/stats.php?id=61737
Peopleoil,newname,,58k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 5 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$275 million,2999 Mbbl,Near Depletion,Meagre,,Egypt,United States,18907 km 2,http://blocgame.com/stats.php?id=59041
Jemuan Setan,Mappo,The High Council,7k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 87 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$288 million,123 Mbbl; 3 Mbbl,Untapped,Small,,East Indies,Soviet Union,19639 km 2,http://blocgame.com/stats.php?id=61058
Persifio,Muizzuddin,,27k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 54 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$276 million,362 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61664
Tripolitana,Muammar Abdel Nasser,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 84 hours ago,2 Hundred Tons per month,,Mixed Economy,$292 million,,Untapped,None,,Egypt,Neutral,16335 km 2,http://blocgame.com/stats.php?id=54949
Masterton East,Natedogg,,9k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 10 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$283 million,133 Mbbl; 1 Mbbl,Untapped,Mediocre,,Pacific Rim,United States,15535 km 2,http://blocgame.com/stats.php?id=58225
Chungy,Viney,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 105 hours ago,2 Hundred Tons per month,,Mixed Economy,$288 million,,Untapped,None,,Egypt,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63988
Parkonia,Parker,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 113 hours ago,2 Hundred Tons per month,,Mixed Economy,$288 million,,Untapped,None,,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63999
Arthalia,Captain Graves,,10k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 92 hours ago,2 Hundred Tons per month,,Mixed Economy,$295 million,,Untapped,None,,Mesopotamia,Neutral,16500 km 2,http://blocgame.com/stats.php?id=64040
Pata,dyplorus,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 48 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$287 million,348 Mbbl; 1 Mbbl,Untapped,None,,Southern Cone,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=64052
Sanlucia,johnnylaw1990,SPQR,17k active personnel,0 ships,Second World War surplus,Nice,None,Elite,online now,2 Hundred Tons per month,3 Mbbl per month,Central Planning,$294 million,2486 Mbbl; 3 Mbbl,Untapped,Meagre,,Arabia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=59921
Columbiner1,Eric Harris,,6k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 86 hours ago,2 Hundred Tons per month,,Central Planning,$282 million,,Untapped,None,,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=64057
MalayaRaya,Kitul,PIRATES,44k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Standard,last online 6 hours ago,3 Hundred Tons per month,5 Mbbl per month,Free Market,$295 million,1608 Mbbl,Untapped,Somewhat Large,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=60388
Tsimshianland,Cole Anderson,,28k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 12 hours ago,0 Hundred Tons per month,,Mixed Economy,$277 million,,Plentiful,None,,Indochina,Neutral,16667 km 2,http://blocgame.com/stats.php?id=62854
Kelvenia,Lance Adams,,8k active personnel,0 ships,First World War surplus,Normal,None,Poor,last online 19 hours ago,2 Hundred Tons per month,,Mixed Economy,$282 million,,Untapped,None,,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61410
Felineistan,Catassium,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 174 hours ago,2 Hundred Tons per month,,Central Planning,$272 million,,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=53970
Eureka,Matt Wheeler,,7k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 83 hours ago,2 Hundred Tons per month,,Central Planning,$289 million,,Untapped,None,,East Indies,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=61353
True Earth,Child of Adam,,25k active personnel,0 ships,First World War surplus,Good,None,Good,last online 41 hours ago,6 Hundred Tons per month,,Mixed Economy,$295 million,,Untapped,None,,Mesoamerica,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63223
Yazmiras,Karl Von Simonia,The Khilafah,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 26 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$289 million,1057 Mbbl,Untapped,Meagre,,Arabia,United States,16671 km 2,http://blocgame.com/stats.php?id=63698
Chris Cooper,Tyrant Myrrr,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 143 hours ago,2 Hundred Tons per month,,Central Planning,$272 million,,Untapped,None,,Pacific Rim,Neutral,19900 km 2,http://blocgame.com/stats.php?id=63790
