country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Pembunuh,Kepek,PIRATES,25k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 1 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$358 million,1281 Mbbl; 3 Mbbl,Plentiful,Meagre,,Atlas,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=63737
Thiepia,RulerKing,,10k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 7 hours ago,2 Hundred Tons per month,,Free Market,$358 million,,,None,,Indochina,Soviet Union,15840 km 2,http://blocgame.com/stats.php?id=63846
Kikkomen,general_tso_chiken,Brotherhood of Zion,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,4 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$357 million,87 Mbbl,Untapped,Mediocre,1 Tons,Pacific Rim,Soviet Union,23195 km 2,http://blocgame.com/stats.php?id=53662
Ihejirika,mcbucksauce,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 85 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$356 million,81 Mbbl,Untapped,None,,West Africa,United States,16010 km 2,http://blocgame.com/stats.php?id=43145
Puncak Alam,Abg Ami,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 116 hours ago,2 Hundred Tons per month,,Mixed Economy,$356 million,,Untapped,None,,Indochina,Neutral,16335 km 2,http://blocgame.com/stats.php?id=60373
Jemuan Setan,Mappo,The High Council,14k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$356 million,169 Mbbl; 3 Mbbl,Untapped,Small,,East Indies,Soviet Union,24286 km 2,http://blocgame.com/stats.php?id=61058
Darkplace,BlackAngel,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 6 hours ago,2 Hundred Tons per month,,Free Market,$356 million,,Untapped,None,,Arabia,United States,11008 km 2,http://blocgame.com/stats.php?id=62234
Pasir 2 butir,Aku lah,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 163 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$356 million,1 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62420
Douchistan,McDouchebag,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 11 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$356 million,2302 Mbbl; 1 Mbbl,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63347
420Istan,orflarg,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,2 Hundred Tons per month,,Free Market,$356 million,,Untapped,None,,Amazonia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63370
Northwest Front,Jaredar,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 60 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$356 million,1 Mbbl,Untapped,None,,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=63507
Thanatos,voightyutani,,10k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 126 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$356 million,1 Mbbl,Untapped,None,,Congo,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63513
liberationism,johnbankierrrrr,,18k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 77 hours ago,3 Hundred Tons per month,,Central Planning,$356 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63899
Ezo,arkroyale,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 125 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$355 million,1 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=41571
Panda Express,Pillow,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 125 hours ago,2 Hundred Tons per month,,Free Market,$355 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=48457
Umpauna,Sarsy Parsy,The High Council,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 1 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$355 million,4981 Mbbl; 2 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,20201 km 2,http://blocgame.com/stats.php?id=56092
Akhlaken,GaGaK,Aseang MMP,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 89 hours ago,8 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$355 million,313 Mbbl,Untapped,Meagre,,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=60346
pengkalan chepa,sultan pali,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 12 hours ago,2 Hundred Tons per month,,Mixed Economy,$355 million,242 Mbbl,Untapped,None,,East Indies,Neutral,16500 km 2,http://blocgame.com/stats.php?id=60742
Pida,Mohd,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 121 hours ago,2 Hundred Tons per month,,Mixed Economy,$355 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60763
Falamata,Hansfuergo,The Federal Colonies,41k active personnel,0 ships,First World War surplus,Normal,1 factory,Poor,online now,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$355 million,125 Mbbl; 5 Mbbl,Untapped,Meagre,,Gran Colombia,Soviet Union,27530 km 2,http://blocgame.com/stats.php?id=62057
Texcola,Chemaphex,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$355 million,1 Mbbl,Untapped,Meagre,,East Indies,Neutral,16335 km 2,http://blocgame.com/stats.php?id=62737
Novigrad,Vizimir the Just,Brotherhood of Nod,33k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 100 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$355 million,5444 Mbbl; 2 Mbbl,Untapped,Meagre,,Egypt,Soviet Union,23796 km 2,http://blocgame.com/stats.php?id=62757
Strakkla Khan,Strakkla,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 57 hours ago,3 Hundred Tons per month,,Mixed Economy,$355 million,,Untapped,None,,Persia,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=63483
fety,nev39.mj,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 138 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$355 million,227 Mbbl; 1 Mbbl,Untapped,None,,Congo,Neutral,16010 km 2,http://blocgame.com/stats.php?id=63610
KIMCHI,Kim John Ill,,14k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 123 hours ago,3 Hundred Tons per month,,Mixed Economy,$355 million,,Untapped,Meagre,,Pacific Rim,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=63693
Cirnoland,General Cirno,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 111 hours ago,3 Hundred Tons per month,,Free Market,$355 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63702
Hitler,Biiv,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 123 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$355 million,1 Mbbl,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63731
Alohaha,Jakeirt,Brotherhood of Zion,10k active personnel,0 ships,Finest of the 19th century,Normal,1 factory,Poor,last online 11 hours ago,3 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$354 million,504 Mbbl,Untapped,None,,Congo,United States,20000 km 2,http://blocgame.com/stats.php?id=57669
siput sedut,Mr. President Aizat,,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 65 hours ago,9 Hundred Tons per month,6 Mbbl per month,Free Market,$354 million,29 Mbbl,Untapped,Mediocre,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=60552
Harezland,Adam harez,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,online now,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$354 million,490 Mbbl; 5 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,20389 km 2,http://blocgame.com/stats.php?id=60587
Octobia,Octo,The Federal Colonies,59k active personnel,0 ships,First World War surplus,Good,None,Good,last online 10 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$354 million,3044 Mbbl; 4 Mbbl,Untapped,None,,Arabia,Soviet Union,24661 km 2,http://blocgame.com/stats.php?id=61272
Kondominium,AdamKarolczak,Lithuanian Coalition,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,13 Hundred Tons per month,13 Mbbl per month,Free Market,$354 million,935 Mbbl; 13 Mbbl,Untapped,Mediocre,,Arabia,United States,22964 km 2,http://blocgame.com/stats.php?id=61576
Teganu Castle,Somebody,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 20 hours ago,3 Hundred Tons per month,,Central Planning,$354 million,,Untapped,Meagre,,East Indies,Neutral,16010 km 2,http://blocgame.com/stats.php?id=62472
Addin-territory,Addin,PIRATES,30k active personnel,0 ships,First World War surplus,Isolated,None,Standard,last online 4 hours ago,6 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$354 million,101 Mbbl,Untapped,Small,,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62712
Gorland,AlGore1,,41k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 15 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$354 million,1 Mbbl,Plentiful,None,,Pacific Rim,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63265
Dubsistan,Kek Almighty,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 146 hours ago,2 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$354 million,1774 Mbbl; 3 Mbbl,Untapped,None,,Egypt,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=63300
WEWUZKANGS,BETTERTHANHITLER,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 145 hours ago,2 Hundred Tons per month,,Central Planning,$354 million,,Untapped,None,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63337
New Shillia,Wrase,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 142 hours ago,3 Hundred Tons per month,,Central Planning,$354 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63501
PP,Bumpington,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 142 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$354 million,3888 Mbbl,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63523
Big balle,Stor Kukson,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 141 hours ago,2 Hundred Tons per month,,Mixed Economy,$354 million,,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63557
Norwegia,Thornir,,14k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 5 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$353 million,4379 Mbbl,,Meagre,,Atlas,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=30
Genocidia,wolf2686,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 8 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$353 million,34 Mbbl; 1 Mbbl,Untapped,Meagre,,China,United States,16335 km 2,http://blocgame.com/stats.php?id=41291
Gubbins :3,Gubbins,The Order,39k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 131 hours ago,26 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$353 million,,Untapped,None,,East Africa,Soviet Union,26666 km 2,http://blocgame.com/stats.php?id=46500
Slavostan,Joe Tito-Hoxha,Interpol,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$353 million,102 Mbbl; 1 Mbbl,Untapped,Meagre,,Indochina,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=48188
MakanBudak,amirulfaizal,The Order,5k active personnel,0 ships,Finest of the 19th century,Angelic,None,Undisciplined Rabble,last online 18 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$353 million,270 Mbbl; 2 Mbbl,Untapped,Meagre,,East Indies,Neutral,11459 km 2,http://blocgame.com/stats.php?id=60748
Sanguar,ElectralLove,The Khilafah,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 96 hours ago,4 Hundred Tons per month,,Central Planning,$353 million,,Untapped,Meagre,,East Indies,Soviet Union,16010 km 2,http://blocgame.com/stats.php?id=63075
Restapolis,Veni,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 153 hours ago,2 Hundred Tons per month,,Mixed Economy,$353 million,2944 Mbbl,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63188
IBabylonl,Ipyromaniacl,,10k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 21 hours ago,7 Hundred Tons per month,1 Mbbl per month,Central Planning,$353 million,56 Mbbl; 1 Mbbl,Untapped,None,,Mesoamerica,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=63227
Mitstosky,Zibor,,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 104 hours ago,3 Hundred Tons per month,,Central Planning,$353 million,,Untapped,Meagre,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63375
Horasia,PoceH,,7k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 114 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$353 million,6518 Mbbl; 1 Mbbl,Untapped,None,,Atlas,Neutral,16200 km 2,http://blocgame.com/stats.php?id=63553
Rapost,Praetornicus,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 132 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$353 million,1356 Mbbl,Untapped,None,,Mesopotamia,United States,16172 km 2,http://blocgame.com/stats.php?id=63660
Swedeinstan,The_Real_Taylor_Swift,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 49 hours ago,2 Hundred Tons per month,,Mixed Economy,$352 million,,Untapped,None,,Arabia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=39005
Paulovia,Kongzilla,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 138 hours ago,6 Hundred Tons per month,,Mixed Economy,$352 million,,Untapped,None,,Southern Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=40265
FIFA,Seff Blatter,Che Guevara League,30k active personnel,0 ships,First World War surplus,Good,None,Good,last online 7 hours ago,7 Hundred Tons per month,,Mixed Economy,$352 million,,Untapped,None,,Amazonia,Soviet Union,20398 km 2,http://blocgame.com/stats.php?id=56829
Boro,Speedy13,The Order,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 9 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$352 million,328 Mbbl; 1 Mbbl,Untapped,None,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59257
crocodile,Quadkencheng,Interpol,45k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 5 hours ago,10 Hundred Tons per month,10 Mbbl per month,Free Market,$352 million,289 Mbbl,Untapped,Mediocre,,East Indies,Soviet Union,27161 km 2,http://blocgame.com/stats.php?id=60403
Thimerica,Focus,Che Guevara League,30k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 15 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$352 million,136 Mbbl; 1 Mbbl,Untapped,None,,Gran Colombia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62883
Knugo,Zarmaka,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 153 hours ago,2 Hundred Tons per month,,Mixed Economy,$352 million,416 Mbbl,Untapped,None,,Congo,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63184
Sector 6,porkcannon,The Order,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 4 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$352 million,403 Mbbl; 2 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63362
Obamanation,Randall D. Blythe,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,2 Hundred Tons per month,,Free Market,$352 million,,Untapped,None,,Persia,Soviet Union,16010 km 2,http://blocgame.com/stats.php?id=63395
Snort,Yort,,27k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 13 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$352 million,336 Mbbl; 1 Mbbl,Untapped,None,,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63458
Vargr,NickiusBigDickius,Brotherhood of Nod,8k active personnel,0 ships,First World War surplus,Isolated,None,Undisciplined Rabble,online now,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$294 million,,,Small,,Southern Africa,Neutral,16135 km 2,http://blocgame.com/stats.php?id=63524
Popsiciles,catndaxfire,Brotherhood of Nod,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 122 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$351 million,4575 Mbbl; 2 Mbbl,Untapped,None,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=40495
PolandThePower,PolandThePower44,Brotherhood of Nod,25k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 5 hours ago,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$351 million,2289 Mbbl; 5 Mbbl,Untapped,Small,,Mesopotamia,Neutral,27617 km 2,http://blocgame.com/stats.php?id=58217
Giant Mechs,OiledDNA,The High Council,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 1 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$351 million,163 Mbbl; 2 Mbbl,Plentiful,None,,Pacific Rim,Soviet Union,23433 km 2,http://blocgame.com/stats.php?id=60735
Pura Cendana,Tun Nila Utama,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 108 hours ago,2 Hundred Tons per month,,Mixed Economy,$351 million,,Untapped,Meagre,,Arabia,United States,13210 km 2,http://blocgame.com/stats.php?id=61462
Eco,BartjuhM,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 33 hours ago,4 Hundred Tons per month,3 Mbbl per month,Free Market,$351 million,239 Mbbl; 3 Mbbl,Untapped,None,,Caribbean,United States,16335 km 2,http://blocgame.com/stats.php?id=63016
America,Superman,Divine League,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 9 hours ago,5 Hundred Tons per month,,Mixed Economy,$350 million,,Untapped,None,,West Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=40167
New Celtica,Ocassidy,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 138 hours ago,2 Hundred Tons per month,,Mixed Economy,$350 million,,Untapped,None,,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=42157
The UCOA,Stephanobroburg123,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 127 hours ago,2 Hundred Tons per month,,Central Planning,$350 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=54240
Planet Quebec,Cabel Fistro,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 113 hours ago,2 Hundred Tons per month,,Mixed Economy,$350 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59903
Malaysiastan,Pussiepounder,Brotherhood of Nod,25k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 2 hours ago,9 Hundred Tons per month,4 Mbbl per month,Central Planning,$350 million,162 Mbbl; 4 Mbbl,Untapped,Meagre,,Indochina,Soviet Union,27480 km 2,http://blocgame.com/stats.php?id=60911
maxico,nms642,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 112 hours ago,2 Hundred Tons per month,,Free Market,$350 million,,Untapped,None,,Caribbean,Neutral,13343 km 2,http://blocgame.com/stats.php?id=62437
Ashadi,Basedslapshot,The Order,14k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 74 hours ago,3 Hundred Tons per month,3 Mbbl per month,Free Market,$350 million,3206 Mbbl,Untapped,Small,,Persia,Soviet Union,19994 km 2,http://blocgame.com/stats.php?id=63409
Based,Freebased,The Delian League,20k active personnel,0 ships,First World War surplus,Nice,None,Poor,last online 130 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$350 million,80 Mbbl,Untapped,None,,Gran Colombia,United States,20000 km 2,http://blocgame.com/stats.php?id=63549
Jayshkabar,Sir Aaron,The Order,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 133 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$350 million,,Untapped,None,,The Subcontinent,United States,20000 km 2,http://blocgame.com/stats.php?id=63551
Netherlandia,Obemre,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 110 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$350 million,218 Mbbl,Untapped,Meagre,,China,United States,20000 km 2,http://blocgame.com/stats.php?id=63569
Zilverland,Prohor,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 35 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$350 million,91 Mbbl,Untapped,None,,Gran Colombia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63603
skandenburg,ataRed1,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 117 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$350 million,1 Mbbl,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63760
Mafros,hocuspocusinedible,,8k active personnel,0 ships,First World War surplus,Nice,None,Undisciplined Rabble,last online 10 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$350 million,,Untapped,Meagre,,Persia,United States,19406 km 2,http://blocgame.com/stats.php?id=63788
Hamshiretonland,Lord Hamshiretonburrough,Brotherhood of Nod,40k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$349 million,332 Mbbl; 2 Mbbl,Untapped,Small,,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=58470
Reikland,Karl-Franz I,The High Council,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 4 hours ago,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$349 million,6977 Mbbl; 10 Mbbl,Untapped,Meagre,,Persia,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=58781
Ultios,Noctis,The Order,48k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,online now,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$349 million,76 Mbbl; 2 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,24785 km 2,http://blocgame.com/stats.php?id=59917
Langgarpura,neocon,The Order,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,5 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$349 million,168 Mbbl,Untapped,Meagre,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60629
Petai Belalang,zulhasr39689,PIRATES,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 15 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$349 million,371 Mbbl; 1 Mbbl,Untapped,Small,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60767
AfganiBoy,CrazyDima,The United Nations,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 6 hours ago,2 Hundred Tons per month,,Free Market,$349 million,,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=62098
ARABOBIA,King Boobooboobsies,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 46 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$349 million,1834 Mbbl; 4 Mbbl,Untapped,None,,Arabia,Neutral,19800 km 2,http://blocgame.com/stats.php?id=62683
Crimea,Hayro Khan,The United Nations,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$348 million,1546 Mbbl; 6 Mbbl,Untapped,None,,Atlas,Soviet Union,31646 km 2,http://blocgame.com/stats.php?id=2570
SS-Amazonien,Mengele-chan,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 105 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$348 million,303 Mbbl; 2 Mbbl,Untapped,None,,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=49589
Tiny Island,Rojan,,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 25 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$348 million,250 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63412
Josey Wales,Stumpgrinder,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 141 hours ago,2 Hundred Tons per month,,Free Market,$348 million,,Untapped,None,,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63457
Vrijstaat Congo,Wunwun,The Order,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 36 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$348 million,208 Mbbl; 1 Mbbl,Untapped,None,,Congo,Neutral,21170 km 2,http://blocgame.com/stats.php?id=63562
gibmedat,racewarnow,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 111 hours ago,6 Hundred Tons per month,1 Mbbl per month,Free Market,$348 million,,Untapped,Meagre,,Southern Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=63575
The Deserted,Kamakazi Sunshine,Brotherhood of Zion,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 26 hours ago,9 Hundred Tons per month,3 Mbbl per month,Central Planning,$347 million,282 Mbbl,Plentiful,None,,Pacific Rim,Soviet Union,19371 km 2,http://blocgame.com/stats.php?id=40459
