country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Pokok Sena,bobit2,The Order,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 15 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$289 million,475 Mbbl,Untapped,Meagre,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63144
UKOL,Solomon Issessy,Freedom Legion,39k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 102 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$289 million,4212 Mbbl; 1 Mbbl,Untapped,None,,Egypt,Soviet Union,20201 km 2,http://blocgame.com/stats.php?id=63481
notmlpchan,hitmanlvl54,,40k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 64 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$288 million,107 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=40091
Britanistan,Rehepapi,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 111 hours ago,2 Hundred Tons per month,,Mixed Economy,$288 million,,Untapped,None,,Arabia,Neutral,16500 km 2,http://blocgame.com/stats.php?id=40271
nopeland,atared,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 117 hours ago,2 Hundred Tons per month,,Mixed Economy,$288 million,,Untapped,None,,The Subcontinent,Neutral,16335 km 2,http://blocgame.com/stats.php?id=46828
ECPF,Schaapjoch,The High Council,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 134 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$288 million,259 Mbbl; 1 Mbbl,Untapped,Small,,East Africa,Soviet Union,20398 km 2,http://blocgame.com/stats.php?id=60194
anonimas,Tadzik �eligowski,,7k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 9 hours ago,2 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$288 million,1632 Mbbl; 7 Mbbl,Untapped,None,,Atlas,Neutral,12973 km 2,http://blocgame.com/stats.php?id=61583
DIE,hibyedie,,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 137 hours ago,2 Hundred Tons per month,,Mixed Economy,$287 million,,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59482
Liam Neeson,Peter Griffin,The High Council,21k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 47 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$287 million,4681 Mbbl,Untapped,None,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59550
Sebatu,ze_49,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 117 hours ago,2 Hundred Tons per month,,Central Planning,$287 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61790
Jahidenistan,�hl�ms�hl�m,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 112 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$287 million,1978 Mbbl; 1 Mbbl,Untapped,None,,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63774
woosha,blaatje,The United Nations,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 23 hours ago,8 Hundred Tons per month,11 Mbbl per month,Central Planning,$286 million,1472 Mbbl; 11 Mbbl,Untapped,None,,Egypt,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=58158
Al Kebab,John Zoidberg,Brotherhood of Nod,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 47 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$286 million,3320 Mbbl,Untapped,Small,,Mesopotamia,Neutral,23615 km 2,http://blocgame.com/stats.php?id=59392
Cypentia,Drudric,,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 62 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$286 million,2 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=59796
Gunung Lang,DeCarlos,,27k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 107 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$286 million,238 Mbbl; 2 Mbbl,Untapped,None,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=61936
Sea13,Seaman,,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 4 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$286 million,243 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62117
RollingRock,Jonzy,The Order,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 26 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$286 million,186 Mbbl; 4 Mbbl,Untapped,Mediocre,,Southern Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62175
Idaho,John Adams,The Order,13k active personnel,0 ships,First World War surplus,Angelic,None,Elite,online now,4 Hundred Tons per month,2 Mbbl per month,Free Market,$286 million,368 Mbbl,,Meagre,,Pacific Rim,United States,19787 km 2,http://blocgame.com/stats.php?id=63484
Aziwannja,FUGGINnormie,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 118 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$286 million,,Untapped,None,,West Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=63757
pandoria,panzer4h,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 128 hours ago,2 Hundred Tons per month,,Mixed Economy,$284 million,,Untapped,None,,Guinea,Neutral,16172 km 2,http://blocgame.com/stats.php?id=40381
Makela,jonassm,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 109 hours ago,2 Hundred Tons per month,,Mixed Economy,$284 million,,Untapped,None,,China,Neutral,16335 km 2,http://blocgame.com/stats.php?id=55316
MyBigDick,ii Milos ii,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 111 hours ago,2 Hundred Tons per month,,Mixed Economy,$284 million,,Untapped,None,,Pacific Rim,Neutral,16500 km 2,http://blocgame.com/stats.php?id=61178
SAMSON,Delilah,,2k active personnel,0 ships,Finest of the 19th century,Angelic,None,Good,last online 8 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$284 million,2402 Mbbl; 3 Mbbl,Untapped,None,,Egypt,United States,19406 km 2,http://blocgame.com/stats.php?id=62316
Zetland,a sticky heresy,,10k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 74 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$283 million,1 Mbbl,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=44930
The Hex Empire,Nikolai East,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 103 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$283 million,1 Mbbl,Untapped,None,,Amazonia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=50442
Rebel Scum,Swipa,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 54 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$283 million,1810 Mbbl; 1 Mbbl,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63844
Peopleoil,newname,The High Council,12k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 11 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$282 million,3013 Mbbl,Untapped,Meagre,,Egypt,United States,18907 km 2,http://blocgame.com/stats.php?id=59041
Smoking Bandit,RENTAKA,,5k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 123 hours ago,4 Hundred Tons per month,6 Mbbl per month,Central Planning,$282 million,2203 Mbbl; 6 Mbbl,Untapped,Mediocre,,Egypt,Soviet Union,18566 km 2,http://blocgame.com/stats.php?id=60611
Pasir Dua Butir,Rocky Malaya,The Order,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 65 hours ago,4 Hundred Tons per month,3 Mbbl per month,Free Market,$282 million,228 Mbbl; 3 Mbbl,Untapped,Meagre,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=60687
Johor Majapahit,De4rDe4th,,27k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 64 hours ago,2 Hundred Tons per month,,Mixed Economy,$282 million,359 Mbbl,Untapped,None,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62492
Novi,ELITE INBOUND,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 143 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$282 million,1 Mbbl,Untapped,None,,Southern Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=63493
Jebac,Commie Bear,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 142 hours ago,2 Hundred Tons per month,,Central Planning,$282 million,,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63521
TrumpCity,Ronald mcTrump,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 20 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$282 million,218 Mbbl,Untapped,Meagre,,Caribbean,Neutral,16010 km 2,http://blocgame.com/stats.php?id=63769
Pilkington,Aura Dawn,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 42 hours ago,2 Hundred Tons per month,,Mixed Economy,$281 million,,Untapped,None,,China,Neutral,16335 km 2,http://blocgame.com/stats.php?id=48624
Brickfields,bangunawalelaktol,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 88 hours ago,2 Hundred Tons per month,,Central Planning,$281 million,,Untapped,None,,East Indies,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61682
AlanGalaxy,AlanGalaxy,When you eat food,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 119 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$281 million,231 Mbbl; 1 Mbbl,Untapped,None,,China,United States,16010 km 2,http://blocgame.com/stats.php?id=63456
Livingston,Garret,,1k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 72 hours ago,4 Hundred Tons per month,,Mixed Economy,$281 million,,Untapped,None,,Congo,Neutral,16253 km 2,http://blocgame.com/stats.php?id=63818
Sanlucia,johnnylaw1990,SPQR,20k active personnel,0 ships,First World War surplus,Good,None,Good,last online 33 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$280 million,2501 Mbbl; 1 Mbbl,Untapped,None,,Arabia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=59921
Rimba Bara,hasnah53,The High Council,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 15 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$280 million,150 Mbbl; 1 Mbbl,Untapped,Mediocre,,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61603
Haha,haha,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 117 hours ago,2 Hundred Tons per month,,Central Planning,$280 million,,Untapped,None,,Atlas,Neutral,16335 km 2,http://blocgame.com/stats.php?id=62055
Zarelia,Zarastroika,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 148 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$280 million,342 Mbbl; 1 Mbbl,Untapped,None,,Amazonia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62206
Canuckistan!!,Cosmic Canuck,Brotherhood of Nod,44k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 34 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$279 million,6016 Mbbl; 4 Mbbl,Untapped,Somewhat Large,,Persia,Soviet Union,24150 km 2,http://blocgame.com/stats.php?id=49526
Vocaloind,Fafel,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 66 hours ago,2 Hundred Tons per month,,Central Planning,$279 million,,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=54482
Sarpsh,Clipes,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 66 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$279 million,482 Mbbl; 1 Mbbl,Untapped,Meagre,,Indochina,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=54485
Anthony,sgtandrade2014,The Order,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 100 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$279 million,1 Mbbl,Untapped,None,,Pacific Rim,United States,20000 km 2,http://blocgame.com/stats.php?id=62825
al Anhar,Omar Mansour,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 2 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$279 million,3180 Mbbl; 2 Mbbl,Untapped,Meagre,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63104
Chistriania,Chistrian,The United Nations,8k active personnel,0 ships,Finest of the 19th century,Nice,None,Elite,last online 55 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$279 million,283 Mbbl,,Meagre,,Southern Cone,Neutral,20109 km 2,http://blocgame.com/stats.php?id=63264
Viktoria,gracious leader skylar,The Order,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 16 hours ago,8 Hundred Tons per month,,Central Planning,$278 million,110 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=40188
Sham Dag,kaelen100,,28k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 141 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$278 million,3748 Mbbl,Untapped,None,,Arabia,United States,20000 km 2,http://blocgame.com/stats.php?id=49072
The Silver Hand,Morladim,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 51 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$278 million,217 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,United States,19602 km 2,http://blocgame.com/stats.php?id=56161
Bakar al assad,Abu Bakar,Interpol,30k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 166 hours ago,3 Hundred Tons per month,5 Mbbl per month,Central Planning,$278 million,6366 Mbbl; 5 Mbbl,Untapped,Meagre,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61270
National_East,RulerBill,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 101 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$278 million,1 Mbbl,Untapped,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61888
lobai91,tokarab,PIRATES,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 3 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$278 million,272 Mbbl,Untapped,None,,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=63061
Piratini,Sire Lorenz,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 81 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$277 million,,Untapped,None,,Southern Cone,Neutral,16335 km 2,http://blocgame.com/stats.php?id=55891
Aswiara,faezseven,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 18 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$277 million,250 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61935
Sungai Dinding,Raja Hitam,The Federal Colonies,5k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 13 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$277 million,233 Mbbl; 1 Mbbl,Untapped,None,1 Tons,East Indies,Neutral,19406 km 2,http://blocgame.com/stats.php?id=61946
Highlands,Valestorm,TheAccountantRevenge,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 28 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$277 million,2585 Mbbl; 2 Mbbl,Untapped,None,,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62669
Guardlandia,Adrik Nikolaev,,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 150 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$277 million,1 Mbbl,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63210
rikkistan,rikk,The Order,23k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 31 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$277 million,1 Mbbl,Untapped,None,,West Africa,Soviet Union,20594 km 2,http://blocgame.com/stats.php?id=63735
South Port,Targe,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 13 hours ago,2 Hundred Tons per month,,Mixed Economy,$276 million,,Untapped,None,,Indochina,Neutral,16172 km 2,http://blocgame.com/stats.php?id=42637
