country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl,reactor
Potatopia,DoomPotato,Brotherhood of Nod,88k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 8 hours ago,11 Hundred Tons per month,13 Mbbl per month,Central Planning,$2134 million,4611 Mbbl; 13 Mbbl,Untapped,Very Powerful,,Egypt,Soviet Union,29105 km 2,http://blocgame.com/stats.php?id=54037,
Rhod3sia,FreeMindInside,The Order,123k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Poor,last online 8 hours ago,39 Hundred Tons per month,4 Mbbl per month,Central Planning,$2126 million,115 Mbbl; 4 Mbbl,,Very Powerful,,Southern Africa,Soviet Union,34691 km 2,http://blocgame.com/stats.php?id=52679,
Biji Kurdistan,Myron2point0,Brotherhood of Nod,87k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$2118 million,2727 Mbbl; 10 Mbbl,Near Depletion,Very Powerful,,Mesopotamia,Soviet Union,18900 km 2,http://blocgame.com/stats.php?id=52906,
Crayola,baker greg,The Order,87k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 7 hours ago,23 Hundred Tons per month,9 Mbbl per month,Free Market,$2114 million,2809 Mbbl,Untapped,Large,,Egypt,United States,47922 km 2,http://blocgame.com/stats.php?id=63958,
Zinlandia,Alaah,Steel Brotherhood,84k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 12 hours ago,40 Hundred Tons per month,7 Mbbl per month,Central Planning,$2107 million,219 Mbbl,Untapped,Very Powerful,,Amazonia,Soviet Union,42785 km 2,http://blocgame.com/stats.php?id=45831,
Veganism,VeganDictator,,2k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 21 hours ago,18 Hundred Tons per month,5 Mbbl per month,Central Planning,$2103 million,138 Mbbl; 5 Mbbl,,Mediocre,,Amazonia,Soviet Union,19290 km 2,http://blocgame.com/stats.php?id=46041,
Eastern Eagle,MetaIndigo,Brotherhood of Nod,68k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$2103 million,156 Mbbl; 5 Mbbl,Untapped,Large,,The Subcontinent,Soviet Union,16011 km 2,http://blocgame.com/stats.php?id=63045,
Silverra,chohakkai,PIRATES,60k active personnel,4 ships,Second World War surplus,Angelic,3 factories,Good,last online 20 hours ago,9 Hundred Tons per month,7 Mbbl per month,Central Planning,$2094 million,309 Mbbl,Untapped,Somewhat Large,,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=61729,
CTSKRR,CTSKRR,The Divine Council,6k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 14 hours ago,11 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$2093 million,174 Mbbl; 8 Mbbl,Untapped,Mediocre,,China,Soviet Union,12359 km 2,http://blocgame.com/stats.php?id=60811,
Nueva Galicia,FedericoDionisi,Che Guevara League,19k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 9 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$2087 million,2 Mbbl; 3 Mbbl,Untapped,Powerful,,Southern Cone,Soviet Union,15965 km 2,http://blocgame.com/stats.php?id=60349,
Psychotropia,President_Bloodmoney,Brotherhood of Nod,115k active personnel,7 ships,First World War surplus,Gandhi-like,4 factories,Standard,online now,18 Hundred Tons per month,6 Mbbl per month,Central Planning,$2077 million,237 Mbbl; 6 Mbbl,Untapped,Very Powerful,,East Africa,Soviet Union,39826 km 2,http://blocgame.com/stats.php?id=64125,
Deagle Nation!,Jace Connors,Brotherhood of Nod,112k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 6 hours ago,21 Hundred Tons per month,26 Mbbl per month,Central Planning,$2073 million,3668 Mbbl; 26 Mbbl,Untapped,Very Powerful,,Arabia,Soviet Union,51739 km 2,http://blocgame.com/stats.php?id=63100,
Ivalice,Nighthawk571,Interpol,89k active personnel,0 ships,Korean War surplus,Angelic,4 factories,Good,online now,29 Hundred Tons per month,26 Mbbl per month,Central Planning,$2064 million,1975 Mbbl; 26 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,35943 km 2,http://blocgame.com/stats.php?id=63060,
Almania,Almanich,Brotherhood of Nod,77k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 8 hours ago,2 Hundred Tons per month,,Central Planning,$2059 million,171 Mbbl,Plentiful,Very Powerful,,China,Soviet Union,52163 km 2,http://blocgame.com/stats.php?id=51725,
the murloc,grant,Steel Brotherhood,69k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 10 hours ago,12 Hundred Tons per month,4 Mbbl per month,Central Planning,$2046 million,4 Mbbl,Untapped,Very Powerful,,Gran Colombia,Soviet Union,22574 km 2,http://blocgame.com/stats.php?id=63727,
Feffiopia,Serloks,The Divine Council,78k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 9 hours ago,33 Hundred Tons per month,11 Mbbl per month,Central Planning,$2044 million,210 Mbbl,Untapped,Very Powerful,,The Subcontinent,Soviet Union,24983 km 2,http://blocgame.com/stats.php?id=46505,
Communistutopia,Bill Broskis,The Order,89k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,14 Hundred Tons per month,11 Mbbl per month,Central Planning,$2044 million,8122 Mbbl; 11 Mbbl,Untapped,Somewhat Large,,Persia,Soviet Union,32240 km 2,http://blocgame.com/stats.php?id=49796,
North Nubia,Sean Tony,SPQR,36k active personnel,1 ships,First World War surplus,Gandhi-like,4 factories,Elite,last online 12 hours ago,28 Hundred Tons per month,10 Mbbl per month,Central Planning,$2039 million,10 Mbbl,Plentiful,Mediocre,,Congo,Soviet Union,22921 km 2,http://blocgame.com/stats.php?id=63084,
Zen killer,Jermainecrazy2157,The Divine Council,80k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 11 hours ago,20 Hundred Tons per month,8 Mbbl per month,Central Planning,$2035 million,193 Mbbl; 8 Mbbl,Untapped,Large,1 Tons,Pacific Rim,Soviet Union,42305 km 2,http://blocgame.com/stats.php?id=63107,
the Haunted,thedrunkenarchitect,The Order,86k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 7 hours ago,35 Hundred Tons per month,5 Mbbl per month,Central Planning,$2033 million,380 Mbbl; 5 Mbbl,,Very Powerful,,Southern Africa,Soviet Union,37144 km 2,http://blocgame.com/stats.php?id=63020,
malapetaka,bolawei9,The Divine Council,4k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,6 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$2028 million,180 Mbbl,Near Depletion,Mediocre,,East Indies,Neutral,15076 km 2,http://blocgame.com/stats.php?id=60813,
Giant Mechs,OiledDNA,The Divine Council,38k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$2019 million,207 Mbbl; 5 Mbbl,,Mediocre,,Pacific Rim,Soviet Union,25790 km 2,http://blocgame.com/stats.php?id=60735,
SOPF,Johnathinski Weston,The United Nations,7k active personnel,0 ships,Second World War surplus,Questionable,1 factory,Good,last online 5 hours ago,10 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$2017 million,47 Mbbl; 4 Mbbl,Untapped,Somewhat Large,,East Indies,Neutral,11450 km 2,http://blocgame.com/stats.php?id=62841,
Petai Belalang,zulhasr39689,PIRATES,122k active personnel,14 ships,Second World War surplus,Nice,4 factories,Standard,last online 2 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$2016 million,167 Mbbl; 5 Mbbl,Untapped,Very Powerful,,East Indies,Soviet Union,24113 km 2,http://blocgame.com/stats.php?id=60767,
Russophia,Mikhail Putin,,8k active personnel,0 ships,Korean War surplus,Gandhi-like,None,Elite,last online 30 hours ago,3 Hundred Tons per month,8 Mbbl per month,Central Planning,$2009 million,1045 Mbbl; 8 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,3726 km 2,http://blocgame.com/stats.php?id=54426,
Bloodied Stools,cowds,The Divine Council,99k active personnel,0 ships,Korean War surplus,Angelic,2 factories,Good,last online 5 hours ago,25 Hundred Tons per month,12 Mbbl per month,Central Planning,$2005 million,83 Mbbl; 12 Mbbl,Untapped,Very Powerful,,Gran Colombia,Soviet Union,33516 km 2,http://blocgame.com/stats.php?id=56997,
Kilij,Yatagan,The Order,79k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 11 hours ago,15 Hundred Tons per month,11 Mbbl per month,Free Market,$2005 million,4741 Mbbl; 11 Mbbl,Untapped,Large,,Mesopotamia,Neutral,26301 km 2,http://blocgame.com/stats.php?id=63687,
Northmarch,Elroy,PIRATES,58k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 29 hours ago,17 Hundred Tons per month,,Central Planning,$1999 million,20 Mbbl,Near Depletion,Meagre,,Caribbean,United States,10465 km 2,http://blocgame.com/stats.php?id=41629,
Dondang Sayang,Cempaka Sari,PIRATES,108k active personnel,11 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 23 hours ago,15 Hundred Tons per month,13 Mbbl per month,Free Market,$1993 million,373 Mbbl; 13 Mbbl,Untapped,Somewhat Large,,East Indies,United States,18523 km 2,http://blocgame.com/stats.php?id=60628,
Parameswara,brownmy,Brotherhood of Nod,79k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 12 hours ago,15 Hundred Tons per month,4 Mbbl per month,Free Market,$1987 million,237 Mbbl,Untapped,Very Powerful,,Indochina,United States,28207 km 2,http://blocgame.com/stats.php?id=56360,
Buchepalia,ubiqa,Brotherhood of Nod,80k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 22 hours ago,19 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$1982 million,155 Mbbl,Near Depletion,Large,,Caribbean,United States,19014 km 2,http://blocgame.com/stats.php?id=60734,
Zanyslavia,Zany Animal,The Khilafah,55k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,24 Hundred Tons per month,12 Mbbl per month,Central Planning,$1978 million,2882 Mbbl; 12 Mbbl,Near Depletion,Mediocre,,Persia,Soviet Union,30231 km 2,http://blocgame.com/stats.php?id=41452,
Langgarpura,neocon,The Order,62k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 16 hours ago,10 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1977 million,137 Mbbl,Untapped,Large,,East Indies,Soviet Union,30801 km 2,http://blocgame.com/stats.php?id=60629,
S�l,BabaWanga,Lithuanian Coalition,9k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 153 hours ago,9 Hundred Tons per month,6 Mbbl per month,Central Planning,$1975 million,6 Mbbl,Untapped,Somewhat Large,,Southern Africa,Soviet Union,13074 km 2,http://blocgame.com/stats.php?id=61589,
kobisbunga,kobis,Brotherhood of Nod,65k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 11 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$1974 million,159 Mbbl; 3 Mbbl,,Large,,East Indies,United States,14548 km 2,http://blocgame.com/stats.php?id=61609,
Fongelesia,Fong,The Divine Council,68k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,17 Hundred Tons per month,6 Mbbl per month,Free Market,$1969 million,189 Mbbl,Untapped,Very Powerful,,Pacific Rim,United States,24589 km 2,http://blocgame.com/stats.php?id=63041,
Huangdi,Xian W�ng,The Divine Council,48k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,9 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1961 million,169 Mbbl,,Small,,China,United States,19811 km 2,http://blocgame.com/stats.php?id=59776,
Chūya,Silberblade,The Order,96k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 17 hours ago,32 Hundred Tons per month,3 Mbbl per month,Central Planning,$1960 million,364 Mbbl; 3 Mbbl,Untapped,Very Powerful,,Southern Africa,Soviet Union,35756 km 2,http://blocgame.com/stats.php?id=63950,
shair,shair,The Divine Council,81k active personnel,5 ships,Second World War surplus,Gandhi-like,4 factories,Poor,online now,30 Hundred Tons per month,11 Mbbl per month,Central Planning,$1947 million,28 Mbbl,,Powerful,,East Indies,Soviet Union,40972 km 2,http://blocgame.com/stats.php?id=62199,
Walletia,walletguy,The United Nations,80k active personnel,1 ships,Second World War surplus,Angelic,2 factories,Good,last online 3 hours ago,19 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1946 million,,Untapped,Mediocre,,Caribbean,United States,22870 km 2,http://blocgame.com/stats.php?id=62978,
New Caucasus,Cotton Luther,The Order,85k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 33 hours ago,23 Hundred Tons per month,3 Mbbl per month,Free Market,$1931 million,153 Mbbl,Untapped,Very Powerful,,Southern Africa,United States,27860 km 2,http://blocgame.com/stats.php?id=4392,
Syphirious,Doxal,Interpol,78k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,37 Hundred Tons per month,28 Mbbl per month,Central Planning,$1930 million,3741 Mbbl; 28 Mbbl,Untapped,Very Powerful,,Mesopotamia,Soviet Union,52073 km 2,http://blocgame.com/stats.php?id=59670,
ADAMLAND,adamharez,The Order,30k active personnel,2 ships,First World War surplus,Gandhi-like,3 factories,Good,online now,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$1929 million,6641 Mbbl; 7 Mbbl,Near Depletion,Large,,Arabia,Neutral,16010 km 2,http://blocgame.com/stats.php?id=60764,
Lyranistan,Lyranistan,Brotherhood of Nod,98k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 2 hours ago,30 Hundred Tons per month,22 Mbbl per month,Central Planning,$1927 million,3945 Mbbl; 22 Mbbl,Untapped,Very Powerful,2 Tons,Mesopotamia,Soviet Union,50037 km 2,http://blocgame.com/stats.php?id=56860,
al-Bahrayn,dbdb,The Order,96k active personnel,5 ships,Second World War surplus,Angelic,2 factories,Good,online now,13 Hundred Tons per month,11 Mbbl per month,Central Planning,$1926 million,1265 Mbbl; 11 Mbbl,Untapped,Powerful,,Mesopotamia,Soviet Union,37038 km 2,http://blocgame.com/stats.php?id=59775,
Selja,Whalenator,Brotherhood of Nod,3k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 10 hours ago,19 Hundred Tons per month,8 Mbbl per month,Central Planning,$1922 million,2739 Mbbl; 8 Mbbl,,Mediocre,,Persia,Soviet Union,24295 km 2,http://blocgame.com/stats.php?id=63172,
Inderapura,Lordfazal,PIRATES,91k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 2 hours ago,14 Hundred Tons per month,7 Mbbl per month,Free Market,$1920 million,592 Mbbl,Untapped,Large,,East Indies,United States,16290 km 2,http://blocgame.com/stats.php?id=62928,5%
Eleuthera,Gamb,420 Empire,48k active personnel,-1 ships,Second World War surplus,Angelic,2 factories,Elite,last online 10 hours ago,31 Hundred Tons per month,8 Mbbl per month,Central Planning,$1920 million,236 Mbbl; 8 Mbbl,,Very Powerful,,Caribbean,Soviet Union,25611 km 2,http://blocgame.com/stats.php?id=63029,
Gammaria,Jacob DeGoes,The Order,75k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,13 Hundred Tons per month,9 Mbbl per month,Central Planning,$1917 million,711 Mbbl; 9 Mbbl,Untapped,Somewhat Large,,East Indies,Soviet Union,36869 km 2,http://blocgame.com/stats.php?id=64334,
National_East,RulerBill,Steel Brotherhood,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,11 Hundred Tons per month,5 Mbbl per month,Free Market,$1916 million,280 Mbbl; 5 Mbbl,Untapped,Large,,Mesoamerica,United States,11231 km 2,http://blocgame.com/stats.php?id=61888,
Safavid Persia,Abbas,The Order,93k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 8 hours ago,13 Hundred Tons per month,9 Mbbl per month,Free Market,$1915 million,2830 Mbbl,Untapped,Large,,Persia,United States,28659 km 2,http://blocgame.com/stats.php?id=63199,
Classia,Classic,Steel Brotherhood,23k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,18 Hundred Tons per month,13 Mbbl per month,Mixed Economy,$1914 million,141 Mbbl,Near Depletion,Powerful,,China,United States,29837 km 2,http://blocgame.com/stats.php?id=63652,
Niggerito,Jejomar Binay,SPQR,134k active personnel,5 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 2 hours ago,27 Hundred Tons per month,5 Mbbl per month,Free Market,$1904 million,241 Mbbl,Untapped,Large,,East Indies,United States,42349 km 2,http://blocgame.com/stats.php?id=63087,
Brohan,Brodolf_shitler,Brotherhood of Nod,67k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 3 hours ago,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$1903 million,2346 Mbbl; 9 Mbbl,Untapped,Large,,Persia,Neutral,23223 km 2,http://blocgame.com/stats.php?id=40340,
venua,bilbo swaggins,The Order,66k active personnel,0 ships,Second World War surplus,Nice,2 factories,Elite,last online 4 hours ago,17 Hundred Tons per month,3 Mbbl per month,Central Planning,$1901 million,330 Mbbl; 3 Mbbl,Untapped,Small,,Gran Colombia,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=54363,
Valtania,Kelvin D. Makumbi,The Federal Colonies,129k active personnel,7 ships,Second World War surplus,Nice,3 factories,Standard,last online 17 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$1895 million,135 Mbbl; 12 Mbbl,,Large,,Mesoamerica,Soviet Union,36481 km 2,http://blocgame.com/stats.php?id=62525,
Aryana,Williarsk,Steel Brotherhood,53k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,25 Hundred Tons per month,5 Mbbl per month,Central Planning,$1888 million,151 Mbbl; 5 Mbbl,Untapped,Mediocre,,Gran Colombia,Soviet Union,12383 km 2,http://blocgame.com/stats.php?id=2313,
Romiia,The Great Tiberius III,The United Nations,8k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Good,last online 112 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1887 million,194 Mbbl; 3 Mbbl,Untapped,Meagre,,The Subcontinent,Soviet Union,19888 km 2,http://blocgame.com/stats.php?id=60242,
