country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl,reactor
Deklain,Otis,The Divine Council,48k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,23 Hundred Tons per month,6 Mbbl per month,Central Planning,$2105 million,6 Mbbl,Untapped,Powerful,,Pacific Rim,Soviet Union,33853 km 2,http://blocgame.com/stats.php?id=57066,
Rhod3sia,FreeMindInside,The Order,123k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Poor,last online 1 hours ago,39 Hundred Tons per month,4 Mbbl per month,Central Planning,$2104 million,119 Mbbl; 4 Mbbl,Near Depletion,Very Powerful,,Southern Africa,Soviet Union,34691 km 2,http://blocgame.com/stats.php?id=52679,
Potatopia,DoomPotato,Brotherhood of Nod,84k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 36 hours ago,11 Hundred Tons per month,13 Mbbl per month,Central Planning,$2101 million,4624 Mbbl; 13 Mbbl,Untapped,Very Powerful,,Egypt,Soviet Union,29105 km 2,http://blocgame.com/stats.php?id=54037,
Biji Kurdistan,Myron2point0,Brotherhood of Nod,87k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$2100 million,2737 Mbbl; 10 Mbbl,Near Depletion,Very Powerful,,Mesopotamia,Soviet Union,18900 km 2,http://blocgame.com/stats.php?id=52906,
Deagle Nation!,Jace Connors,Brotherhood of Nod,118k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 3 hours ago,21 Hundred Tons per month,26 Mbbl per month,Central Planning,$2075 million,3694 Mbbl; 26 Mbbl,Untapped,Very Powerful,,Arabia,Soviet Union,51706 km 2,http://blocgame.com/stats.php?id=63100,
Zinlandia,Alaah,Steel Brotherhood,84k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,40 Hundred Tons per month,7 Mbbl per month,Central Planning,$2069 million,226 Mbbl,Plentiful,Very Powerful,,Amazonia,Soviet Union,42785 km 2,http://blocgame.com/stats.php?id=45831,
Ivalice,Nighthawk571,Interpol,97k active personnel,0 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 5 hours ago,29 Hundred Tons per month,26 Mbbl per month,Central Planning,$2065 million,2001 Mbbl; 26 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,
Silverra,chohakkai,PIRATES,60k active personnel,4 ships,Second World War surplus,Angelic,3 factories,Good,last online 8 hours ago,9 Hundred Tons per month,7 Mbbl per month,Central Planning,$2061 million,316 Mbbl,Untapped,Somewhat Large,,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=61729,
Almania,Almanich,Brotherhood of Nod,77k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Good,online now,2 Hundred Tons per month,,Central Planning,$2060 million,171 Mbbl,Plentiful,Very Powerful,,China,Soviet Union,52163 km 2,http://blocgame.com/stats.php?id=51725,
Eastern Eagle,MetaIndigo,Brotherhood of Nod,68k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 18 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$2059 million,161 Mbbl; 5 Mbbl,Untapped,Large,,The Subcontinent,Soviet Union,16011 km 2,http://blocgame.com/stats.php?id=63045,
Psychotropia,President_Bloodmoney,Brotherhood of Nod,109k active personnel,7 ships,First World War surplus,Gandhi-like,4 factories,Poor,last online 7 hours ago,18 Hundred Tons per month,6 Mbbl per month,Central Planning,$2046 million,243 Mbbl; 6 Mbbl,Untapped,Powerful,,East Africa,Soviet Union,39826 km 2,http://blocgame.com/stats.php?id=64125,
Feffiopia,Serloks,The Divine Council,78k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,33 Hundred Tons per month,11 Mbbl per month,Central Planning,$2034 million,221 Mbbl,Untapped,Very Powerful,,The Subcontinent,Soviet Union,24983 km 2,http://blocgame.com/stats.php?id=46505,
Zen killer,Jermainecrazy2157,The Divine Council,80k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,20 Hundred Tons per month,8 Mbbl per month,Central Planning,$2033 million,201 Mbbl; 8 Mbbl,Untapped,Large,1 Tons,Pacific Rim,Soviet Union,42305 km 2,http://blocgame.com/stats.php?id=63107,
Veganism,VeganDictator,,2k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 9 hours ago,18 Hundred Tons per month,5 Mbbl per month,Central Planning,$2032 million,143 Mbbl; 5 Mbbl,,Mediocre,,Amazonia,Soviet Union,19290 km 2,http://blocgame.com/stats.php?id=46041,
Nueva Galicia,FedericoDionisi,Che Guevara League,19k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 71 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$2024 million,5 Mbbl; 3 Mbbl,Untapped,Powerful,,Southern Cone,Soviet Union,15965 km 2,http://blocgame.com/stats.php?id=60349,
the Haunted,thedrunkenarchitect,The Order,86k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Standard,online now,35 Hundred Tons per month,5 Mbbl per month,Central Planning,$2023 million,385 Mbbl; 5 Mbbl,,Very Powerful,,Southern Africa,Soviet Union,37144 km 2,http://blocgame.com/stats.php?id=63020,
CTSKRR,CTSKRR,The Divine Council,6k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,11 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$2010 million,182 Mbbl; 8 Mbbl,Untapped,Mediocre,,China,Soviet Union,12359 km 2,http://blocgame.com/stats.php?id=60811,
Communistutopia,Bill Broskis,The Order,89k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$2009 million,8133 Mbbl; 9 Mbbl,Untapped,Somewhat Large,,Persia,Soviet Union,32240 km 2,http://blocgame.com/stats.php?id=49796,
Bloodied Stools,cowds,The Divine Council,97k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 15 hours ago,25 Hundred Tons per month,12 Mbbl per month,Central Planning,$2007 million,95 Mbbl; 12 Mbbl,Untapped,Very Powerful,,Gran Colombia,Soviet Union,33516 km 2,http://blocgame.com/stats.php?id=56997,
the murloc,grant,Steel Brotherhood,69k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 12 hours ago,12 Hundred Tons per month,4 Mbbl per month,Central Planning,$2007 million,4 Mbbl,Untapped,Very Powerful,,Gran Colombia,Soviet Union,22574 km 2,http://blocgame.com/stats.php?id=63727,
Petai Belalang,zulhasr39689,PIRATES,122k active personnel,14 ships,Second World War surplus,Angelic,4 factories,Standard,last online 7 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$1995 million,172 Mbbl; 5 Mbbl,Untapped,Very Powerful,,East Indies,Soviet Union,23813 km 2,http://blocgame.com/stats.php?id=60767,
kobisbunga,kobis,Brotherhood of Nod,65k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$1986 million,162 Mbbl; 3 Mbbl,,Large,,East Indies,United States,14548 km 2,http://blocgame.com/stats.php?id=61609,
malapetaka,bolawei9,The Divine Council,4k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,6 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1983 million,185 Mbbl,Near Depletion,Mediocre,,East Indies,Neutral,15076 km 2,http://blocgame.com/stats.php?id=60813,
Cancer,Stolen,The Order,7k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Standard,last online 21 hours ago,3 Hundred Tons per month,5 Mbbl per month,Central Planning,$1980 million,2240 Mbbl; 5 Mbbl,Untapped,Mediocre,,Persia,Neutral,7420 km 2,http://blocgame.com/stats.php?id=58745,
Dondang Sayang,Cempaka Sari,PIRATES,108k active personnel,11 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 12 hours ago,15 Hundred Tons per month,13 Mbbl per month,Free Market,$1977 million,386 Mbbl; 13 Mbbl,Untapped,Somewhat Large,,East Indies,United States,18523 km 2,http://blocgame.com/stats.php?id=60628,
North Nubia,Sean Tony,SPQR,36k active personnel,1 ships,First World War surplus,Gandhi-like,4 factories,Elite,online now,28 Hundred Tons per month,10 Mbbl per month,Central Planning,$1977 million,10 Mbbl,Plentiful,Mediocre,,Congo,Soviet Union,22921 km 2,http://blocgame.com/stats.php?id=63084,
Parameswara,brownmy,Brotherhood of Nod,79k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,15 Hundred Tons per month,4 Mbbl per month,Free Market,$1976 million,241 Mbbl,Untapped,Very Powerful,,Indochina,United States,28207 km 2,http://blocgame.com/stats.php?id=56360,
Buchepalia,ubiqa,Brotherhood of Nod,80k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 11 hours ago,19 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$1971 million,165 Mbbl,Near Depletion,Large,,Caribbean,United States,19014 km 2,http://blocgame.com/stats.php?id=60734,
Bananarama,Violet raccoon,Brotherhood of Nod,9k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 169 hours ago,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$1971 million,1199 Mbbl; 9 Mbbl,Untapped,Very Powerful,,Arabia,Soviet Union,16615 km 2,http://blocgame.com/stats.php?id=62710,
Kilij,Yatagan,The Order,79k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,15 Hundred Tons per month,11 Mbbl per month,Free Market,$1966 million,4752 Mbbl; 11 Mbbl,Untapped,Large,,Mesopotamia,Neutral,26301 km 2,http://blocgame.com/stats.php?id=63687,
Fongelesia,Fong,The Divine Council,68k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,17 Hundred Tons per month,6 Mbbl per month,Free Market,$1960 million,195 Mbbl,Untapped,Very Powerful,,Pacific Rim,United States,24589 km 2,http://blocgame.com/stats.php?id=63041,
Northmarch,Elroy,PIRATES,58k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 17 hours ago,17 Hundred Tons per month,,Central Planning,$1949 million,20 Mbbl,Near Depletion,Meagre,,Caribbean,United States,10465 km 2,http://blocgame.com/stats.php?id=41629,
Walletia,walletguy,The United Nations,80k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,16 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1949 million,,Untapped,Mediocre,,Caribbean,United States,22870 km 2,http://blocgame.com/stats.php?id=62978,
Zanyslavia,Zany Animal,The Khilafah,55k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 8 hours ago,24 Hundred Tons per month,12 Mbbl per month,Central Planning,$1943 million,2894 Mbbl; 12 Mbbl,Near Depletion,Mediocre,,Persia,Soviet Union,30231 km 2,http://blocgame.com/stats.php?id=41452,
Russophia,Mikhail Putin,,8k active personnel,0 ships,Korean War surplus,Gandhi-like,None,Elite,last online 18 hours ago,3 Hundred Tons per month,8 Mbbl per month,Central Planning,$1938 million,1053 Mbbl; 8 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,3726 km 2,http://blocgame.com/stats.php?id=54426,
Langgarpura,neocon,The Order,62k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,10 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1937 million,145 Mbbl,Untapped,Large,,East Indies,Soviet Union,30801 km 2,http://blocgame.com/stats.php?id=60629,
Chūya,Silberblade,The Order,96k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,32 Hundred Tons per month,3 Mbbl per month,Central Planning,$1932 million,367 Mbbl; 3 Mbbl,Untapped,Very Powerful,,Southern Africa,Soviet Union,35756 km 2,http://blocgame.com/stats.php?id=63950,
SOPF,Johnathinski Weston,The United Nations,9k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$1930 million,51 Mbbl; 4 Mbbl,Untapped,Somewhat Large,,East Indies,Soviet Union,11750 km 2,http://blocgame.com/stats.php?id=62841,
shair,shair,The Divine Council,81k active personnel,5 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 3 hours ago,30 Hundred Tons per month,11 Mbbl per month,Central Planning,$1928 million,39 Mbbl,Near Depletion,Powerful,,East Indies,Soviet Union,40972 km 2,http://blocgame.com/stats.php?id=62199,
Lyranistan,Lyranistan,Brotherhood of Nod,98k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 31 hours ago,30 Hundred Tons per month,22 Mbbl per month,Central Planning,$1923 million,3967 Mbbl; 22 Mbbl,Untapped,Large,2 Tons,Mesopotamia,Soviet Union,50037 km 2,http://blocgame.com/stats.php?id=56860,
S�l,BabaWanga,Lithuanian Coalition,9k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 142 hours ago,9 Hundred Tons per month,6 Mbbl per month,Central Planning,$1922 million,6 Mbbl,Untapped,Somewhat Large,,Southern Africa,Soviet Union,13074 km 2,http://blocgame.com/stats.php?id=61589,
al-Bahrayn,dbdb,The Order,96k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 12 hours ago,13 Hundred Tons per month,11 Mbbl per month,Central Planning,$1920 million,1276 Mbbl; 11 Mbbl,Untapped,Powerful,,Mesopotamia,Soviet Union,37038 km 2,http://blocgame.com/stats.php?id=59775,
Huangdi,Xian W�ng,The Divine Council,48k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,9 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1913 million,174 Mbbl,Near Depletion,Small,,China,United States,19811 km 2,http://blocgame.com/stats.php?id=59776,
Gammaria,Jacob DeGoes,The Order,67k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 12 hours ago,13 Hundred Tons per month,9 Mbbl per month,Central Planning,$1912 million,720 Mbbl; 9 Mbbl,Untapped,Mediocre,,East Indies,Soviet Union,36869 km 2,http://blocgame.com/stats.php?id=64334,
Syphirious,Doxal,Interpol,78k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 7 hours ago,37 Hundred Tons per month,28 Mbbl per month,Central Planning,$1910 million,3769 Mbbl; 28 Mbbl,Untapped,Very Powerful,,Mesopotamia,Soviet Union,52073 km 2,http://blocgame.com/stats.php?id=59670,
Inderapura,Lordfazal,PIRATES,93k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 3 hours ago,13 Hundred Tons per month,7 Mbbl per month,Free Market,$1908 million,599 Mbbl,Untapped,Large,,East Indies,United States,16290 km 2,http://blocgame.com/stats.php?id=62928,5%
South Uganda,Dr. Idi Amin,The Divine Council,183k active personnel,13 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$1893 million,372 Mbbl; 6 Mbbl,Untapped,Very Powerful,,Southern Africa,Soviet Union,43471 km 2,http://blocgame.com/stats.php?id=63128,
New Caucasus,Cotton Luther,The Order,85k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 21 hours ago,23 Hundred Tons per month,3 Mbbl per month,Free Market,$1890 million,156 Mbbl,Untapped,Very Powerful,,Southern Africa,United States,27860 km 2,http://blocgame.com/stats.php?id=4392,
Niggerito,Jejomar Binay,SPQR,122k active personnel,5 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 3 hours ago,27 Hundred Tons per month,4 Mbbl per month,Free Market,$1881 million,246 Mbbl,Untapped,Large,,East Indies,United States,42349 km 2,http://blocgame.com/stats.php?id=63087,
Giant Mechs,OiledDNA,The Divine Council,38k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 22 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$1879 million,212 Mbbl; 5 Mbbl,,Mediocre,,Pacific Rim,Soviet Union,25790 km 2,http://blocgame.com/stats.php?id=60735,
venua,bilbo swaggins,The Order,66k active personnel,0 ships,Second World War surplus,Nice,2 factories,Elite,last online 4 hours ago,17 Hundred Tons per month,3 Mbbl per month,Central Planning,$1878 million,333 Mbbl; 3 Mbbl,Untapped,Meagre,,Gran Colombia,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=54363,
Valtania,Kelvin D. Makumbi,The Federal Colonies,129k active personnel,7 ships,Second World War surplus,Good,3 factories,Standard,last online 6 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$1878 million,147 Mbbl; 12 Mbbl,,Large,,Mesoamerica,Soviet Union,36481 km 2,http://blocgame.com/stats.php?id=62525,
Eleuthera,Gamb,420 Empire,48k active personnel,-1 ships,Second World War surplus,Nice,2 factories,Elite,online now,31 Hundred Tons per month,8 Mbbl per month,Central Planning,$1878 million,244 Mbbl; 8 Mbbl,,Very Powerful,,Caribbean,Soviet Union,25611 km 2,http://blocgame.com/stats.php?id=63029,
National_East,RulerBill,Steel Brotherhood,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 16 hours ago,11 Hundred Tons per month,5 Mbbl per month,Free Market,$1876 million,285 Mbbl; 5 Mbbl,Untapped,Large,,Mesoamerica,United States,11231 km 2,http://blocgame.com/stats.php?id=61888,
Tyrantia,Malakal,The Divine Council,94k active personnel,10 ships,Korean War surplus,Gandhi-like,4 factories,Standard,online now,44 Hundred Tons per month,19 Mbbl per month,Central Planning,$1873 million,6831 Mbbl; 19 Mbbl,Plentiful,Very Powerful,3 Tons,Arabia,Soviet Union,62685 km 2,http://blocgame.com/stats.php?id=40238,5%
